t,name,P,R,Xi,death_type
1,Kepler-263 c,0.8745,0.9898,0.8469,alive
1,HD 136352 b,0.1316,0.9611,0.024,alive
1,Kepler-1101 b,0.6341,0.8513,0.5513,alive
1,HD 168746 b,0.0524,0.5642,0.2605,alive
1,HAT-P-7 b,0.4587,0.7979,0.28,alive
1,Kepler-560 b,0.9593,0.855,0.0412,alive
1,Kepler-150 d,0.8444,0.0,0.2421,alive
1,Kepler-498 b,0.6301,0.4644,0.2813,alive
1,Kepler-817 b,0.6177,0.876,0.5569,alive
1,Kepler-937 b,0.5404,0.1258,0.2124,alive
1,K2-10 b,0.6367,0.9535,0.4072,alive
1,Kepler-571 b,0.6096,0.0,0.1982,alive
1,Kepler-1458 b,0.6234,0.0,0.568,alive
1,K2-335 b,0.1609,0.887,0.4866,alive
1,Kepler-1600 c,0.5812,0.0,0.3604,alive
1,HIP 41378 f,0.3797,0.0,0.2989,alive
1,Kepler-221 d,0.88,0.9389,0.5236,alive
1,Kepler-626 b,0.4494,0.5654,0.1939,alive
1,K2-39 b,0.7629,0.6657,0.0196,alive
1,Kepler-1549 b,0.652,0.1661,0.1336,alive
1,K2-62 c,0.8162,0.0,0.0653,alive
1,Kepler-1149 b,0.5817,0.0,0.1508,alive
1,Kepler-1288 b,0.5455,0.6535,0.5387,alive
1,Kepler-128 b,0.379,0.1798,0.5018,alive
1,Kepler-1245 b,0.6865,0.5009,0.054,alive
1,Kepler-1068 b,0.5724,0.0,0.1516,alive
1,Kepler-311 c,0.8078,0.0864,0.7872,alive
1,Kepler-150 e,0.8444,0.0,0.1648,alive
1,Kepler-272 c,0.0,0.2598,0.9111,dead
1,Kepler-152 c,0.8928,0.9536,0.2753,alive
1,Kepler-1506 b,0.6498,0.9364,0.1875,alive
1,HAT-P-22 b,0.0,0.0,0.8437,dead
1,K2-25 b,0.9927,0.2161,0.4882,alive
1,CoRoT-3 b,0.5165,0.9786,0.1727,alive
1,HD 205739 b,0.5329,0.9785,0.4329,alive
1,NGTS-10 b,0.5797,0.0,0.1278,alive
1,HD 224693 b,0.1906,0.603,0.659,alive
1,HD 156279 b,0.6487,0.0107,0.0501,alive
1,HD 12661 b,0.0,0.9952,0.5375,dead
1,2MASS J12073346-3932539 b,0.9999,0.0,0.3525,alive
1,HD 16417 b,0.0,0.0,0.2807,dead
1,HD 19994 b,0.4773,0.0,0.1933,alive
1,61 Vir b,0.2282,0.9576,0.0323,alive
1,HD 156279 c,0.6487,0.0,0.4266,alive
1,GJ 179 b,0.95,0.9981,0.8201,alive
1,GQ Lup b,0.9999,0.0188,0.1973,alive
1,GJ 832 b,0.89,0.6234,0.3902,alive
1,HD 37605 b,0.5159,0.4497,0.0414,alive
1,HD 33283 b,0.1877,0.0,0.067,alive
1,Kepler-4 b,0.2555,0.8623,0.6015,alive
1,HD 9446 b,0.4999,0.7259,0.1725,alive
1,61 Vir c,0.2282,0.0,0.4699,alive
1,61 Vir d,0.2282,0.9877,0.1494,alive
1,HD 134987 c,0.0,0.9762,0.6888,dead
1,HD 110014 b,0.3403,0.996,0.4047,alive
1,HD 79498 b,0.6714,0.9855,0.1211,alive
1,WASP-43 b,0.8206,0.9993,0.0054,alive
1,HD 45652 b,0.318,0.1576,0.1637,alive
1,HIP 79431 b,0.9159,0.9606,0.6721,alive
1,HD 3167 b,0.5,0.0,0.4744,alive
1,GJ 876 b,0.99,0.0,0.3088,alive
1,HD 114783 c,0.5389,0.0,0.2412,alive
1,HD 47186 c,0.413,0.9975,0.0198,alive
1,HD 114783 b,0.5967,0.2473,0.2773,alive
1,HD 148156 b,0.1778,0.0,0.3683,alive
1,HD 12661 c,0.3285,0.0,0.0246,alive
1,HIP 14810 c,0.4012,0.0,0.0381,alive
1,HIP 14810 b,0.4012,0.3679,0.0234,alive
1,GJ 876 d,0.99,0.9728,0.5995,alive
1,GJ 876 e,0.99,0.5162,0.7001,alive
1,gam1 Leo b,0.5951,0.8798,0.2365,alive
1,HAT-P-12 b,0.885,0.0,0.8505,alive
1,HD 156411 b,0.2521,0.8964,0.0104,alive
1,HD 8535 b,0.3212,0.0759,0.258,alive
1,HD 37605 c,0.5159,0.8984,0.3315,alive
1,K2-138 c,0.7632,0.0,0.2125,alive
1,HD 1605 c,0.1104,0.5778,0.2869,alive
1,HAT-P-18 b,0.3548,0.97,0.5124,alive
1,WASP-31 b,0.854,0.9191,0.1291,alive
1,BD+20 2457 b,0.0,0.61,0.1268,dead
1,HD 240210 b,0.6903,0.3745,0.0701,alive
1,CoRoT-17 b,0.0,0.0,0.8523,dead
1,HD 132563 b,0.6115,0.0,0.3278,alive
1,HD 55696 b,0.5008,0.993,0.0715,alive
1,HD 148164 b,0.6117,0.8101,0.0847,alive
1,24 Sex c,0.2051,0.0,0.5099,alive
1,K2-138 f,0.7632,0.0737,0.0215,alive
1,CoRoT-5 b,0.3099,0.9597,0.2779,alive
1,HD 192310 c,0.5529,0.0,0.2377,alive
1,HD 22781 b,0.7661,0.0,0.1389,alive
1,HD 68988 b,0.0,0.0,0.8873,dead
1,HD 148164 c,0.6117,0.0,0.1957,alive
1,HD 29985 b,0.7564,0.2723,0.3201,alive
1,HD 221416 b,0.2074,0.0,0.1215,alive
1,HD 3167 c,0.5,0.0,0.365,alive
1,HD 90156 b,0.7154,0.0,0.1531,alive
1,KOI-217 b,0.8504,0.8623,0.0845,alive
1,HD 45350 b,0.2393,0.9629,0.5713,alive
1,TrES-3 b,0.9253,0.9869,0.0448,alive
1,WASP-10 b,0.659,0.0,0.5888,alive
1,Kepler-14 b,0.3813,0.5577,0.3519,alive
1,MOA-2009-BLG-266L b,0.8826,0.7732,0.6225,alive
1,Kepler-15 b,0.613,0.2701,0.1009,alive
1,Kepler-595 c,0.7747,0.0,0.1804,alive
1,Kepler-595 b,0.7747,0.7611,0.7136,alive
1,HD 177830 c,0.0,0.0,0.5345,dead
1,ups And c,0.0364,0.996,0.3252,alive
1,WASP-5 b,0.5123,0.9607,0.3577,alive
1,OGLE-TR-111 b,0.4641,0.6662,0.0981,alive
1,Kepler-17 b,0.8013,0.7884,0.6337,alive
1,CoRoT-18 b,0.9471,0.0,0.7733,alive
1,HD 192310 b,0.5529,0.29,0.0311,alive
1,PSR B1257+12 b,0.304,0.2525,0.0993,alive
1,PSR B1257+12 d,0.304,0.0,0.0694,alive
1,ups And d,0.0364,0.9403,0.3336,alive
1,MOA-2007-BLG-192L b,0.95,0.0,0.3216,alive
1,Kepler-40 b,0.2536,0.9394,0.0611,alive
1,TOI-756 b,0.942,0.7589,0.2767,alive
1,HD 107148 b,0.2564,0.0,0.6619,alive
1,SWEEPS-11 b,0.3653,0.0,0.3095,alive
1,OGLE-TR-211 b,0.4694,0.0,0.322,alive
1,Lupus-TR-3 b,0.6469,0.0,0.2775,alive
1,OGLE-2005-BLG-390L b,0.95,0.9278,0.6737,alive
1,HN Peg b,0.9635,0.9172,0.6821,alive
1,HD 102365 b,0.4004,0.0,0.0863,alive
1,MOA-2009-BLG-387L b,0.95,0.9043,0.8873,alive
1,GJ 674 b,0.9945,0.9992,0.3973,alive
1,WASP-96 b,0.0744,0.0,0.7703,alive
1,HD 69830 c,0.5198,0.8462,0.0467,alive
1,2MASS J04414489+2301513 b,1.0,0.0,0.2639,alive
1,WASP-21 b,0.0,0.9914,0.7546,dead
1,GJ 3634 b,0.9321,0.3729,0.387,alive
1,HAT-P-4 b,0.3212,0.9916,0.2677,alive
1,OGLE-TR-10 b,0.5697,0.96,0.094,alive
1,TOI-178 g,0.7979,0.4331,0.4849,alive
1,TOI-178 e,0.7979,0.975,0.5345,alive
1,HD 27442 b,0.0,0.9963,0.9239,dead
1,HD 69830 d,0.5198,0.9591,0.438,alive
1,GJ 3021 b,0.9715,0.0,0.7535,alive
1,HAT-P-16 b,0.6724,0.8351,0.5452,alive
1,CoRoT-8 b,0.782,0.0,0.1894,alive
1,OGLE-TR-113 b,0.2929,0.0,0.0837,alive
1,HD 46375 b,0.2693,0.0953,0.2402,alive
1,HD 147513 b,0.9609,0.8498,0.205,alive
1,HD 221287 b,0.7727,0.0,0.2215,alive
1,HD 33564 b,0.4757,0.5768,0.4888,alive
1,CoRoT-11 b,0.6363,0.5162,0.054,alive
1,K2-138 g,0.7632,0.0,0.1934,alive
1,CoRoT-12 b,0.2398,0.0,0.7471,alive
1,HAT-P-28 b,0.3511,0.0,0.2995,alive
1,HD 129445 b,0.5123,0.5045,0.3543,alive
1,Kepler-419 c,0.5123,0.577,0.3363,alive
1,GJ 3470 b,0.9648,0.5454,0.7974,alive
1,51 Eri b,0.9915,0.0,0.6402,alive
1,HD 70573 b,0.9897,0.0,0.6903,alive
1,HD 47536 b,0.0,0.9988,0.3128,dead
1,CoRoT-13 b,0.7971,0.0,0.2434,alive
1,CoRoT-14 b,0.4298,0.9267,0.2778,alive
1,47 UMa c,0.2503,0.0,0.3791,alive
1,47 UMa b,0.2503,0.0284,0.3903,alive
1,47 UMa d,0.2503,0.989,0.3975,alive
1,MOA-2008-BLG-310L b,0.95,0.8746,0.1356,alive
1,Kepler-419 b,0.5123,0.7434,0.0717,alive
1,HD 24040 b,0.1327,0.9616,0.6206,alive
1,K2-138 e,0.7632,0.0,0.0189,alive
1,HD 11964 c,0.4114,0.9088,0.025,alive
1,CoRoT-6 b,0.7175,0.5801,0.3505,alive
1,HAT-P-2 b,0.706,0.0,0.1977,alive
1,Kepler-59 c,0.9712,0.0,0.5574,alive
1,Kepler-58 c,0.8117,0.0,0.5399,alive
1,HD 154857 c,0.0,0.8737,0.5117,dead
1,GJ 357 d,0.95,0.0,0.448,alive
1,Kepler-51 c,0.9668,0.0,0.0326,alive
1,BD-210397 c,0.8418,0.0378,0.225,alive
1,Kepler-62 c,0.7231,0.9003,0.4488,alive
1,Kepler-62 b,0.7231,0.5281,0.164,alive
1,CHXR 73 b,1.0,0.0,0.5758,alive
1,FU Tau b,1.0,0.0,0.7742,alive
1,GJ 667 C b,0.98,0.0,0.186,alive
1,HD 168443 c,0.0,0.9581,0.7683,dead
1,Kepler-59 b,0.9712,0.6003,0.3863,alive
1,Kepler-53 b,0.9714,0.5151,0.5842,alive
1,HD 82943 c,0.715,0.0,0.226,alive
1,HD 82943 b,0.715,0.0,0.4451,alive
1,UZ For b,0.795,0.5422,0.0691,alive
1,Kepler-69 b,0.2217,0.985,0.5571,alive
1,HIP 5158 c,0.6776,0.9876,0.2277,alive
1,HU Aqr AB b,0.6367,0.4684,0.1404,alive
1,HD 63433 c,0.9629,0.9618,0.5171,alive
1,Kepler-52 c,0.9783,0.9705,0.8193,alive
1,Kepler-55 b,0.9291,0.9868,0.0973,alive
1,UZ For c,0.795,0.8805,0.7323,alive
1,Kepler-413 b,0.6955,0.9074,0.6753,alive
1,Earth,0.9999,0.8591,0.0001,alive
1,Mars,0.9999,0.5964,0.0001,alive
2,Kepler-1167 b,0.7631,0.0,0.6347,alive
2,Kepler-1740 b,0.5681,0.0,0.1876,alive
2,Kepler-1581 b,0.4462,0.9663,0.111,alive
2,Kepler-644 b,0.5606,0.0,0.2543,alive
2,Kepler-1752 b,0.5561,0.347,0.4241,alive
2,Kepler-280 c,0.4897,0.0,0.1962,alive
2,Kepler-1208 b,0.744,0.7712,0.1383,alive
2,Kepler-263 c,0.8745,0.9892,0.8432,alive
2,HD 136352 b,0.1315,0.9604,0.0238,alive
2,Kepler-1101 b,0.6341,0.8506,0.5502,alive
2,HD 168746 b,0.0524,0.5638,0.26,alive
2,HAT-P-7 b,0.4585,0.7974,0.2788,alive
2,Kepler-560 b,0.9593,0.8542,0.0369,alive
2,Kepler-150 d,0.8444,0.0,0.2383,alive
2,Kepler-498 b,0.63,0.4641,0.2837,alive
2,Kepler-817 b,0.6176,0.8751,0.5553,alive
2,Kepler-937 b,0.5403,0.1257,0.2143,alive
2,K2-10 b,0.6367,0.9535,0.4051,alive
2,Kepler-571 b,0.6095,0.0,0.2006,alive
2,Kepler-1458 b,0.6233,0.0,0.5665,alive
2,K2-335 b,0.1608,0.8858,0.486,alive
2,Kepler-1600 c,0.5811,0.0,0.3625,alive
2,HIP 41378 f,0.3796,0.0,0.2987,alive
2,Kepler-221 d,0.8799,0.9377,0.5204,alive
2,Kepler-626 b,0.4493,0.5646,0.1956,alive
2,K2-39 b,0.7628,0.6659,0.0227,alive
2,Kepler-1549 b,0.6519,0.166,0.1361,alive
2,K2-62 c,0.8162,0.0,0.0688,alive
2,Kepler-1149 b,0.5816,0.0,0.1496,alive
2,Kepler-1288 b,0.5455,0.6533,0.5377,alive
2,Kepler-128 b,0.3789,0.1796,0.5026,alive
2,Kepler-1245 b,0.6865,0.5011,0.0516,alive
2,Kepler-1068 b,0.5723,0.0,0.154,alive
2,Kepler-311 c,0.8078,0.0863,0.7851,alive
2,Kepler-150 e,0.8444,0.0,0.1615,alive
2,Kepler-272 c,0.0,0.2597,0.9095,dead
2,Kepler-152 c,0.8928,0.9531,0.2717,alive
2,Kepler-1506 b,0.6498,0.9362,0.19,alive
2,HAT-P-22 b,0.0,0.0,0.8421,dead
2,K2-25 b,0.9927,0.2161,0.4842,alive
2,CoRoT-3 b,0.5164,0.9789,0.1749,alive
2,HD 205739 b,0.5329,0.9787,0.4347,alive
2,NGTS-10 b,0.5796,0.0,0.1299,alive
2,HD 224693 b,0.1905,0.6024,0.659,alive
2,HD 156279 b,0.6486,0.0107,0.0477,alive
2,HD 12661 b,0.0,0.9946,0.5358,dead
2,2MASS J12073346-3932539 b,0.9999,0.0,0.3483,alive
2,HD 16417 b,0.0,0.0,0.2795,dead
2,HD 19994 b,0.4772,0.0,0.1947,alive
2,61 Vir b,0.2282,0.9577,0.0331,alive
2,HD 156279 c,0.6486,0.0,0.4244,alive
2,GJ 179 b,0.95,0.9968,0.8169,alive
2,GQ Lup b,0.9999,0.0188,0.1929,alive
2,GJ 832 b,0.8899,0.6236,0.3866,alive
2,HD 37605 b,0.5158,0.4492,0.0435,alive
2,HD 33283 b,0.1876,0.0,0.0664,alive
2,Kepler-4 b,0.2554,0.8612,0.6017,alive
2,HD 9446 b,0.4999,0.7259,0.1708,alive
2,61 Vir c,0.2282,0.0,0.4701,alive
2,61 Vir d,0.2282,0.9874,0.149,alive
2,HD 134987 c,0.0,0.9751,0.6873,dead
2,HD 110014 b,0.34,0.9964,0.4058,alive
2,HD 79498 b,0.6713,0.9859,0.1236,alive
2,WASP-43 b,0.8206,0.9995,0.002,alive
2,HD 45652 b,0.3179,0.1575,0.1631,alive
2,HIP 79431 b,0.9159,0.961,0.6679,alive
2,HD 3167 b,0.5,0.0,0.4759,alive
2,GJ 876 b,0.99,0.0,0.3048,alive
2,HD 114783 c,0.5388,0.0,0.2396,alive
2,HD 47186 c,0.4129,0.9961,0.0187,alive
2,HD 114783 b,0.5967,0.2471,0.2795,alive
2,HD 148156 b,0.1778,0.0,0.3683,alive
2,HD 12661 c,0.3284,0.0,0.0258,alive
2,HIP 14810 c,0.4011,0.0,0.0372,alive
2,HIP 14810 b,0.4011,0.3677,0.0231,alive
2,GJ 876 d,0.99,0.9728,0.5959,alive
2,GJ 876 e,0.99,0.5159,0.6955,alive
2,gam1 Leo b,0.595,0.8793,0.2351,alive
2,HAT-P-12 b,0.8849,0.0,0.8478,alive
2,HD 156411 b,0.2521,0.8962,0.0106,alive
2,HD 8535 b,0.3211,0.0759,0.2588,alive
2,HD 37605 c,0.5158,0.8984,0.3304,alive
2,K2-138 c,0.7632,0.0,0.2096,alive
2,HD 1605 c,0.1103,0.5776,0.2866,alive
2,HAT-P-18 b,0.3548,0.9702,0.5133,alive
2,WASP-31 b,0.8539,0.9177,0.1257,alive
2,BD+20 2457 b,0.0,0.6098,0.125,dead
2,HD 240210 b,0.6903,0.3746,0.073,alive
2,CoRoT-17 b,0.0,0.0,0.8509,dead
2,HD 132563 b,0.6114,0.0,0.3301,alive
2,HD 55696 b,0.5007,0.9934,0.0737,alive
2,HD 148164 b,0.6116,0.8097,0.0825,alive
2,24 Sex c,0.2049,0.0,0.5101,alive
2,K2-138 f,0.7632,0.0736,0.0246,alive
2,CoRoT-5 b,0.3099,0.9597,0.2787,alive
