t,name,P,R,Xi,death_type
0,Kepler-1167 b,0.7631,0.0,0.0709,alive
0,Kepler-1740 b,0.5682,0.9876,0.3823,alive
0,Kepler-1581 b,0.4464,0.0,0.3614,alive
0,Kepler-644 b,0.5608,0.0272,0.0826,alive
0,Kepler-1752 b,0.5562,0.6569,0.4745,alive
0,Kepler-280 c,0.4898,0.0,0.2044,alive
0,Kepler-1208 b,0.7441,0.6578,0.2901,alive
0,Kepler-263 c,0.8745,0.9828,0.0579,alive
0,HD 136352 b,0.1316,0.9922,0.2402,alive
0,Kepler-1101 b,0.6342,0.0,0.2434,alive
0,HD 168746 b,0.0525,0.0,0.3811,alive
0,HAT-P-7 b,0.4588,0.6449,0.425,alive
0,Kepler-560 b,0.9593,0.4727,0.7398,alive
0,Kepler-150 d,0.8445,0.088,0.4406,alive
0,Kepler-498 b,0.6301,0.0,0.1628,alive
0,Kepler-817 b,0.6177,0.0,0.1129,alive
0,Kepler-937 b,0.5404,0.0,0.5325,alive
0,K2-10 b,0.6367,0.0,0.598,alive
0,Kepler-571 b,0.6096,0.9874,0.3175,alive
0,Kepler-1458 b,0.6234,0.102,0.1798,alive
0,K2-335 b,0.161,0.1145,0.3012,alive
0,Kepler-1600 c,0.5812,0.5901,0.3517,alive
0,HIP 41378 f,0.3798,0.0929,0.0849,alive
0,Kepler-221 d,0.88,0.0,0.4095,alive
0,Kepler-626 b,0.4494,0.716,0.0775,alive
0,K2-39 b,0.7629,0.9964,0.2609,alive
0,Kepler-1549 b,0.652,0.0,0.1728,alive
0,K2-62 c,0.8163,0.6266,0.4679,alive
0,Kepler-1149 b,0.5817,0.6831,0.1291,alive
0,Kepler-1288 b,0.5456,0.0,0.0245,alive
0,Kepler-128 b,0.3791,0.9924,0.2221,alive
0,Kepler-1245 b,0.6865,0.0,0.2216,alive
0,Kepler-1068 b,0.5724,0.7712,0.2002,alive
0,Kepler-311 c,0.8079,0.1316,0.0123,alive
0,Kepler-150 e,0.8445,0.0,0.0605,alive
0,Kepler-272 c,0.0,0.2966,0.9728,dead
0,Kepler-152 c,0.8929,0.2903,0.1352,alive
0,Kepler-1506 b,0.6499,0.0,0.1251,alive
0,HAT-P-22 b,0.0,0.7009,0.1869,dead
0,K2-25 b,0.9927,0.7156,0.6006,alive
0,CoRoT-3 b,0.5166,0.0,0.3152,alive
