t,name,P,R,Xi,death_type
0,Kepler-17 b,0.8014,0.9842,0.2428,alive
0,CoRoT-18 b,0.9472,0.6024,0.5775,alive
0,HD 192310 b,0.5529,0.0,0.3764,alive
0,PSR B1257+12 b,0.3042,0.9851,0.091,alive
0,PSR B1257+12 d,0.3042,0.9693,0.5363,alive
0,ups And d,0.0365,0.1623,0.1845,alive
0,MOA-2007-BLG-192L b,0.95,0.9709,0.0185,alive
0,Kepler-40 b,0.2537,0.6107,0.4779,alive
0,TOI-756 b,0.942,0.0,0.8864,alive
0,HD 107148 b,0.2565,0.975,0.5766,alive
0,SWEEPS-11 b,0.3654,0.0,0.6307,alive
0,OGLE-TR-211 b,0.4695,0.9642,0.4305,alive
0,Lupus-TR-3 b,0.647,0.0,0.368,alive
0,OGLE-2005-BLG-390L b,0.95,0.6862,0.424,alive
0,HN Peg b,0.9636,0.972,0.6608,alive
0,HD 102365 b,0.4005,0.0,0.5391,alive
0,MOA-2009-BLG-387L b,0.95,0.9345,0.0164,alive
0,GJ 674 b,0.9945,0.6536,0.0046,alive
0,WASP-96 b,0.0745,0.9961,0.7793,alive
0,HD 69830 c,0.5199,0.0,0.4814,alive
0,2MASS J04414489+2301513 b,1.0,0.315,0.0308,alive
0,WASP-21 b,0.0,0.9538,0.978,dead
0,GJ 3634 b,0.9321,0.9836,0.8357,alive
0,HAT-P-4 b,0.3213,0.0,0.2657,alive
0,OGLE-TR-10 b,0.5698,0.0,0.4426,alive
0,TOI-178 g,0.798,0.0,0.1736,alive
0,TOI-178 e,0.798,0.0,0.7375,alive
0,HD 27442 b,0.0,0.9322,0.4455,dead
0,HD 69830 d,0.5199,0.0,0.1726,alive
0,GJ 3021 b,0.9715,0.9831,0.9306,alive
0,HAT-P-16 b,0.6725,0.0,0.0015,alive
0,CoRoT-8 b,0.782,0.2984,0.6644,alive
0,OGLE-TR-113 b,0.293,0.0,0.4883,alive
0,HD 46375 b,0.2693,0.4769,0.6184,alive
0,HD 147513 b,0.961,0.0,0.7653,alive
0,HD 221287 b,0.7728,0.099,0.181,alive
0,HD 33564 b,0.4758,0.0,0.3681,alive
0,CoRoT-11 b,0.6364,0.9654,0.5683,alive
0,K2-138 g,0.7633,0.0,0.1306,alive
0,CoRoT-12 b,0.2398,0.527,0.2346,alive
0,HAT-P-28 b,0.3511,0.5807,0.187,alive
0,HD 129445 b,0.5124,0.8979,0.4772,alive
0,Kepler-419 c,0.5124,0.7272,0.0111,alive
0,GJ 3470 b,0.9648,0.9689,0.6732,alive
0,51 Eri b,0.9917,0.5667,0.129,alive
0,HD 70573 b,0.9898,0.7685,0.5538,alive
0,HD 47536 b,0.0,0.9688,0.163,dead
0,CoRoT-13 b,0.7971,0.0,0.5784,alive
0,CoRoT-14 b,0.4298,0.0,0.031,alive
0,47 UMa c,0.2503,0.9979,0.5167,alive
0,47 UMa b,0.2503,0.0,0.6946,alive
0,47 UMa d,0.2503,0.9969,0.1142,alive
0,MOA-2008-BLG-310L b,0.95,0.0,0.0526,alive
0,Kepler-419 b,0.5124,0.0,0.5039,alive
0,HD 24040 b,0.1328,0.0,0.1591,alive
0,K2-138 e,0.7633,0.0,0.6138,alive
0,HD 11964 c,0.4114,0.0,0.0706,alive
0,CoRoT-6 b,0.7175,0.9578,0.4034,alive
0,HAT-P-2 b,0.7061,0.0,0.0031,alive
0,Kepler-59 c,0.9713,0.5395,0.9547,alive
0,Kepler-58 c,0.8117,0.0,0.1811,alive
0,HD 154857 c,0.0,0.659,0.3819,dead
0,GJ 357 d,0.95,0.217,0.2901,alive
0,Kepler-51 c,0.9669,0.308,0.0796,alive
0,BD-210397 c,0.8418,0.5196,0.0713,alive
0,Kepler-62 c,0.7231,0.0,0.3034,alive
0,Kepler-62 b,0.7231,0.0,0.2812,alive
0,CHXR 73 b,1.0,0.0,0.5989,alive
0,FU Tau b,1.0,0.2986,0.1478,alive
0,GJ 667 C b,0.98,0.9851,0.4438,alive
0,HD 168443 c,0.0,0.4947,0.6258,dead
0,Kepler-59 b,0.9713,0.8763,0.5964,alive
0,Kepler-53 b,0.9714,0.4551,0.0009,alive
0,HD 82943 c,0.7151,0.0,0.1822,alive
0,HD 82943 b,0.7151,0.0,0.0041,alive
0,UZ For b,0.795,0.067,0.7652,alive
0,Kepler-69 b,0.2217,0.0,0.0541,alive
0,HIP 5158 c,0.6776,0.5635,0.029,alive
0,HU Aqr AB b,0.6367,0.0,0.0388,alive
0,HD 63433 c,0.963,0.0,0.8955,alive
0,Kepler-52 c,0.9783,0.5541,0.728,alive
0,Kepler-55 b,0.9292,0.9928,0.3841,alive
0,UZ For c,0.795,0.0,0.5874,alive
0,Kepler-413 b,0.6955,0.0,0.3726,alive
0,Earth,1.0,0.8598,0.0,alive
0,Mars,1.0,0.597,0.0,alive
1,Kepler-1167 b,0.7631,0.0,0.5824,alive
1,Kepler-1740 b,0.5681,0.0,0.1705,alive
1,Kepler-1581 b,0.4463,0.9171,0.0822,alive
1,Kepler-644 b,0.5607,0.9841,0.1375,alive
1,Kepler-1752 b,0.5562,0.9877,0.2003,alive
1,Kepler-280 c,0.4898,0.289,0.3428,alive
1,Kepler-1208 b,0.7441,0.1788,0.4247,alive
1,Kepler-263 c,0.8745,0.0,0.3689,alive
1,HD 136352 b,0.1316,0.8919,0.2891,alive
1,Kepler-1101 b,0.6341,0.4115,0.5978,alive
1,HD 168746 b,0.0524,0.9972,0.6883,alive
1,HAT-P-7 b,0.4587,0.0,0.3901,alive
1,Kepler-560 b,0.9593,0.5263,0.3799,alive
1,Kepler-150 d,0.8444,0.5972,0.1021,alive
1,Kepler-498 b,0.6301,0.0,0.1714,alive
1,Kepler-817 b,0.6177,0.1926,0.4082,alive
1,Kepler-937 b,0.5404,0.8592,0.44,alive
1,K2-10 b,0.6367,0.0,0.1062,alive
1,Kepler-571 b,0.6096,0.7572,0.3399,alive
1,Kepler-1458 b,0.6234,0.0,0.3115,alive
1,K2-335 b,0.1609,0.0,0.625,alive
1,Kepler-1600 c,0.5812,0.9053,0.1192,alive
1,HIP 41378 f,0.3797,0.8528,0.3588,alive
1,Kepler-221 d,0.88,0.0,0.5059,alive
1,Kepler-626 b,0.4494,0.0,0.3874,alive
1,K2-39 b,0.7629,0.0,0.0322,alive
1,Kepler-1549 b,0.652,0.0,0.6231,alive
1,K2-62 c,0.8162,0.3061,0.3924,alive
1,Kepler-1149 b,0.5817,0.3677,0.3489,alive
1,Kepler-1288 b,0.5455,0.0,0.1273,alive
1,Kepler-128 b,0.379,0.5353,0.0044,alive
1,Kepler-1245 b,0.6865,0.5447,0.0365,alive
1,Kepler-1068 b,0.5724,0.8562,0.2619,alive
1,Kepler-311 c,0.8078,0.2535,0.0905,alive
1,Kepler-150 e,0.8444,0.0,0.1985,alive
1,Kepler-272 c,0.0,0.9528,0.0912,dead
1,Kepler-152 c,0.8928,0.7483,0.4249,alive
1,Kepler-1506 b,0.6498,0.9507,0.1368,alive
1,HAT-P-22 b,0.0,0.955,0.2606,dead
1,K2-25 b,0.9927,0.9691,0.2308,alive
1,CoRoT-3 b,0.5165,0.1009,0.2962,alive
1,HD 205739 b,0.5329,0.7196,0.4263,alive
1,NGTS-10 b,0.5797,0.0,0.085,alive
1,HD 224693 b,0.1906,0.0,0.0288,alive
1,HD 156279 b,0.6487,0.9719,0.3085,alive
1,HD 12661 b,0.0,0.0,0.9176,dead
1,2MASS J12073346-3932539 b,0.9999,0.0,0.3175,alive
1,HD 16417 b,0.0,0.0,0.9366,dead
1,HD 19994 b,0.4773,0.1772,0.0804,alive
1,61 Vir b,0.2282,0.0,0.0231,alive
1,HD 156279 c,0.6487,0.9317,0.3267,alive
1,GJ 179 b,0.95,0.7405,0.7596,alive
1,GQ Lup b,0.9999,0.2246,0.2533,alive
1,GJ 832 b,0.89,0.8055,0.0686,alive
1,HD 37605 b,0.5159,0.3814,0.42,alive
1,HD 33283 b,0.1877,0.0,0.6401,alive
1,Kepler-4 b,0.2555,0.0,0.4143,alive
1,HD 9446 b,0.4999,0.0,0.1185,alive
1,61 Vir c,0.2282,0.0507,0.0774,alive
1,61 Vir d,0.2282,0.397,0.1318,alive
1,HD 134987 c,0.0,0.179,0.7432,dead
1,HD 110014 b,0.3403,0.0,0.52,alive
1,HD 79498 b,0.6714,0.0,0.0865,alive
1,WASP-43 b,0.8206,0.5775,0.7206,alive
1,HD 45652 b,0.318,0.8942,0.6438,alive
1,HIP 79431 b,0.9159,0.4747,0.5413,alive
1,HD 3167 b,0.5,0.96,0.2333,alive
1,GJ 876 b,0.99,0.0,0.6489,alive
1,HD 114783 c,0.5389,0.342,0.1836,alive
1,HD 47186 c,0.413,0.8966,0.3603,alive
1,HD 114783 b,0.5967,0.9699,0.1008,alive
1,HD 148156 b,0.1778,0.8094,0.7137,alive
1,HD 12661 c,0.3285,0.0,0.5311,alive
1,HIP 14810 c,0.4012,0.0,0.3522,alive
1,HIP 14810 b,0.4012,0.0,0.2795,alive
1,GJ 876 d,0.99,0.8482,0.2402,alive
1,GJ 876 e,0.99,0.2987,0.01,alive
1,gam1 Leo b,0.5951,0.4775,0.0938,alive
1,HAT-P-12 b,0.885,0.6997,0.0655,alive
1,HD 156411 b,0.2521,0.0,0.0555,alive
1,HD 8535 b,0.3212,0.7292,0.47,alive
1,HD 37605 c,0.5159,0.4253,0.14,alive
1,K2-138 c,0.7632,0.0,0.0016,alive
1,HD 1605 c,0.1104,0.0,0.0286,alive
1,HAT-P-18 b,0.3548,0.0,0.4224,alive
1,WASP-31 b,0.854,0.6456,0.5257,alive
1,BD+20 2457 b,0.0,0.0,0.5706,dead
1,HD 240210 b,0.6903,0.0,0.681,alive
1,CoRoT-17 b,0.0,0.7407,0.8318,dead
1,HD 132563 b,0.6115,0.9864,0.3911,alive
1,HD 55696 b,0.5008,0.8142,0.4312,alive
1,HD 148164 b,0.6117,0.9611,0.101,alive
1,24 Sex c,0.2051,0.0,0.3452,alive
1,K2-138 f,0.7632,0.0,0.1852,alive
1,CoRoT-5 b,0.3099,0.0,0.1797,alive
1,HD 192310 c,0.5529,0.0,0.0836,alive
1,HD 22781 b,0.7661,0.9977,0.1617,alive
1,HD 68988 b,0.0,0.5879,0.5352,dead
1,HD 148164 c,0.6117,0.9597,0.3097,alive
1,HD 29985 b,0.7564,0.0,0.199,alive
1,HD 221416 b,0.2074,0.5331,0.4934,alive
1,HD 3167 c,0.5,0.4562,0.3993,alive
1,HD 90156 b,0.7154,0.3736,0.3176,alive
1,KOI-217 b,0.8504,0.9543,0.2616,alive
1,HD 45350 b,0.2393,0.9386,0.0433,alive
1,TrES-3 b,0.9253,0.2919,0.6642,alive
1,WASP-10 b,0.659,0.0,0.0029,alive
1,Kepler-14 b,0.3813,0.0,0.5792,alive
1,MOA-2009-BLG-266L b,0.8826,0.0,0.3071,alive
1,Kepler-15 b,0.613,0.0,0.0294,alive
1,Kepler-595 c,0.7747,0.0,0.195,alive
1,Kepler-595 b,0.7747,0.9883,0.2773,alive
1,HD 177830 c,0.0,0.1797,0.5452,dead
1,ups And c,0.0364,0.0,0.2796,alive
1,WASP-5 b,0.5123,0.9406,0.2462,alive
1,OGLE-TR-111 b,0.4641,0.0,0.1248,alive
1,Kepler-17 b,0.8013,0.9831,0.2394,alive
1,CoRoT-18 b,0.9471,0.6023,0.5739,alive
1,HD 192310 b,0.5529,0.0,0.3782,alive
1,PSR B1257+12 b,0.304,0.9851,0.0917,alive
1,PSR B1257+12 d,0.304,0.9693,0.5367,alive
1,ups And d,0.0364,0.1622,0.1841,alive
1,MOA-2007-BLG-192L b,0.95,0.971,0.0227,alive
1,Kepler-40 b,0.2536,0.6105,0.4782,alive
1,TOI-756 b,0.942,0.0,0.883,alive
1,HD 107148 b,0.2564,0.9753,0.5769,alive
1,SWEEPS-11 b,0.3653,0.0,0.6314,alive
1,OGLE-TR-211 b,0.4694,0.9632,0.4318,alive
1,Lupus-TR-3 b,0.6469,0.0,0.3664,alive
1,OGLE-2005-BLG-390L b,0.95,0.6857,0.4196,alive
1,HN Peg b,0.9635,0.9709,0.6568,alive
1,HD 102365 b,0.4004,0.0,0.5401,alive
1,MOA-2009-BLG-387L b,0.95,0.9344,0.0119,alive
1,GJ 674 b,0.9945,0.6533,0.0002,alive
1,WASP-96 b,0.0744,0.9964,0.7784,alive
1,HD 69830 c,0.5198,0.0,0.4793,alive
1,2MASS J04414489+2301513 b,1.0,0.3147,0.0262,alive
1,WASP-21 b,0.0,0.9538,0.9765,dead
1,GJ 3634 b,0.9321,0.9828,0.8329,alive
1,HAT-P-4 b,0.3212,0.0,0.265,alive
1,OGLE-TR-10 b,0.5697,0.0,0.4403,alive
1,TOI-178 g,0.7979,0.0,0.1769,alive
1,TOI-178 e,0.7979,0.0,0.7356,alive
1,HD 27442 b,0.0,0.931,0.4446,dead
1,HD 69830 d,0.5198,0.0,0.1743,alive
1,GJ 3021 b,0.9715,0.983,0.927,alive
1,HAT-P-16 b,0.6724,0.0,0.0043,alive
1,CoRoT-8 b,0.782,0.2984,0.6615,alive
1,OGLE-TR-113 b,0.2929,0.0,0.4885,alive
1,HD 46375 b,0.2693,0.477,0.6187,alive
1,HD 147513 b,0.9609,0.0,0.7608,alive
1,HD 221287 b,0.7727,0.0989,0.1842,alive
1,HD 33564 b,0.4757,0.0,0.3696,alive
1,CoRoT-11 b,0.6363,0.9658,0.5672,alive
1,K2-138 g,0.7632,0.0,0.1337,alive
1,CoRoT-12 b,0.2398,0.5263,0.2346,alive
1,HAT-P-28 b,0.3511,0.5799,0.1868,alive
1,HD 129445 b,0.5123,0.8983,0.4788,alive
1,Kepler-419 c,0.5123,0.7271,0.0093,alive
1,GJ 3470 b,0.9648,0.9685,0.6687,alive
1,51 Eri b,0.9915,0.567,0.1245,alive
1,HD 70573 b,0.9897,0.7685,0.5494,alive
1,HD 47536 b,0.0,0.9692,0.1619,dead
1,CoRoT-13 b,0.7971,0.0,0.5752,alive
1,CoRoT-14 b,0.4298,0.0,0.0296,alive
1,47 UMa c,0.2503,0.9969,0.517,alive
1,47 UMa b,0.2503,0.0,0.6946,alive
1,47 UMa d,0.2503,0.9966,0.1145,alive
1,MOA-2008-BLG-310L b,0.95,0.0,0.0481,alive
1,Kepler-419 b,0.5123,0.0,0.5027,alive
1,HD 24040 b,0.1327,0.0,0.159,alive
1,K2-138 e,0.7632,0.0,0.6103,alive
1,HD 11964 c,0.4114,0.0,0.0702,alive
1,CoRoT-6 b,0.7175,0.958,0.4012,alive
1,HAT-P-2 b,0.706,0.0,0.0014,alive
1,Kepler-59 c,0.9712,0.5397,0.9507,alive
1,Kepler-58 c,0.8117,0.0,0.1845,alive
1,HD 154857 c,0.0,0.6592,0.3811,dead
1,GJ 357 d,0.95,0.217,0.2858,alive
1,Kepler-51 c,0.9668,0.3076,0.0752,alive
1,BD-210397 c,0.8418,0.519,0.0749,alive
1,Kepler-62 c,0.7231,0.0,0.3004,alive
1,Kepler-62 b,0.7231,0.0,0.2784,alive
1,CHXR 73 b,1.0,0.0,0.5946,alive
1,FU Tau b,1.0,0.2983,0.1434,alive
1,GJ 667 C b,0.98,0.9839,0.4393,alive
1,HD 168443 c,0.0,0.4943,0.6248,dead
1,Kepler-59 b,0.9712,0.8762,0.592,alive
1,Kepler-53 b,0.9714,0.4548,0.0052,alive
1,HD 82943 c,0.715,0.0,0.1851,alive
1,HD 82943 b,0.715,0.0,0.007,alive
1,UZ For b,0.795,0.067,0.7628,alive
1,Kepler-69 b,0.2217,0.0,0.0546,alive
1,HIP 5158 c,0.6776,0.5635,0.032,alive
1,HU Aqr AB b,0.6367,0.0,0.0364,alive
1,HD 63433 c,0.9629,0.0,0.8919,alive
1,Kepler-52 c,0.9783,0.5536,0.7234,alive
1,Kepler-55 b,0.9291,0.9915,0.3801,alive
1,UZ For c,0.795,0.0,0.5841,alive
1,Kepler-413 b,0.6955,0.0,0.3706,alive
1,Earth,0.9999,0.8591,0.0001,alive
1,Mars,0.9999,0.5973,0.0001,alive
2,Kepler-1167 b,0.7631,0.0,0.5799,alive
2,Kepler-1740 b,0.5681,0.0,0.1724,alive
2,Kepler-1581 b,0.4462,0.9172,0.0811,alive
2,Kepler-644 b,0.5606,0.9841,0.1394,alive
2,Kepler-1752 b,0.5561,0.9874,0.2022,alive
2,Kepler-280 c,0.4897,0.2887,0.3445,alive
2,Kepler-1208 b,0.744,0.1787,0.4218,alive
2,Kepler-263 c,0.8745,0.0,0.3655,alive
2,HD 136352 b,0.1315,0.8908,0.2883,alive
2,Kepler-1101 b,0.6341,0.4115,0.5952,alive
2,HD 168746 b,0.0524,0.9971,0.687,alive
2,HAT-P-7 b,0.4585,0.0,0.3896,alive
2,Kepler-560 b,0.9593,0.5265,0.3755,alive
2,Kepler-150 d,0.8444,0.5967,0.0984,alive
2,Kepler-498 b,0.63,0.0,0.1689,alive
2,Kepler-817 b,0.6176,0.1925,0.4057,alive
2,Kepler-937 b,0.5403,0.8596,0.4418,alive
2,K2-10 b,0.6367,0.0,0.1086,alive
2,Kepler-571 b,0.6095,0.7574,0.3422,alive
2,Kepler-1458 b,0.6233,0.0,0.3138,alive
2,K2-335 b,0.1608,0.0,0.6248,alive
2,Kepler-1600 c,0.5811,0.9046,0.1175,alive
2,HIP 41378 f,0.3796,0.853,0.3596,alive
2,Kepler-221 d,0.8799,0.0,0.5021,alive
2,Kepler-626 b,0.4493,0.0,0.3886,alive
2,K2-39 b,0.7628,0.0,0.0352,alive
2,Kepler-1549 b,0.6519,0.0,0.6209,alive
2,K2-62 c,0.8162,0.3057,0.3897,alive
2,Kepler-1149 b,0.5816,0.3677,0.3468,alive
2,Kepler-1288 b,0.5455,0.0,0.1253,alive
2,Kepler-128 b,0.3789,0.535,0.0057,alive
2,Kepler-1245 b,0.6865,0.5446,0.0393,alive
2,Kepler-1068 b,0.5723,0.8554,0.2607,alive
2,Kepler-311 c,0.8078,0.2535,0.094,alive
2,Kepler-150 e,0.8444,0.0,0.195,alive
2,Kepler-272 c,0.0,0.9524,0.0897,dead
2,Kepler-152 c,0.8928,0.7482,0.4214,alive
2,Kepler-1506 b,0.6498,0.9501,0.1343,alive
2,HAT-P-22 b,0.0,0.9554,0.2597,dead
2,K2-25 b,0.9927,0.9693,0.2265,alive
2,CoRoT-3 b,0.5164,0.1009,0.2945,alive
2,HD 205739 b,0.5329,0.7186,0.4241,alive
2,NGTS-10 b,0.5796,0.0,0.0874,alive
2,HD 224693 b,0.1905,0.0,0.0294,alive
2,HD 156279 b,0.6486,0.971,0.3058,alive
2,HD 12661 b,0.0,0.0,0.9161,dead
2,2MASS J12073346-3932539 b,0.9999,0.0,0.3131,alive
2,HD 16417 b,0.0,0.0,0.9351,dead
2,HD 19994 b,0.4772,0.177,0.0821,alive
2,61 Vir b,0.2282,0.0,0.0233,alive
2,HD 156279 c,0.6486,0.9318,0.3241,alive
2,GJ 179 b,0.95,0.7403,0.7552,alive
2,GQ Lup b,0.9999,0.2245,0.249,alive
2,GJ 832 b,0.8899,0.8047,0.0725,alive
2,HD 37605 b,0.5158,0.3811,0.4194,alive
2,HD 33283 b,0.1876,0.0,0.6399,alive
2,Kepler-4 b,0.2554,0.0,0.4148,alive
2,HD 9446 b,0.4999,0.0,0.1178,alive
2,61 Vir c,0.2282,0.0507,0.077,alive
2,61 Vir d,0.2282,0.3965,0.1318,alive
2,HD 134987 c,0.0,0.179,0.742,dead
2,HD 110014 b,0.34,0.0,0.5209,alive
2,HD 79498 b,0.6713,0.0,0.0891,alive
2,WASP-43 b,0.8206,0.5771,0.7179,alive
2,HD 45652 b,0.3179,0.8941,0.6443,alive
2,HIP 79431 b,0.9159,0.4744,0.538,alive
2,HD 3167 b,0.5,0.9592,0.235,alive
2,GJ 876 b,0.99,0.0,0.6444,alive
2,HD 114783 c,0.5388,0.3419,0.1853,alive
2,HD 47186 c,0.4129,0.8971,0.3606,alive
2,HD 114783 b,0.5967,0.9688,0.1032,alive
2,HD 148156 b,0.1778,0.8094,0.7134,alive
2,HD 12661 c,0.3284,0.0,0.5317,alive
2,HIP 14810 c,0.4011,0.0,0.353,alive
2,HIP 14810 b,0.4011,0.0,0.2805,alive
2,GJ 876 d,0.99,0.8477,0.236,alive
2,GJ 876 e,0.99,0.2983,0.01,alive
2,gam1 Leo b,0.595,0.4774,0.0962,alive
2,HAT-P-12 b,0.8849,0.699,0.0616,alive
2,HD 156411 b,0.2521,0.0,0.0557,alive
2,HD 8535 b,0.3211,0.7283,0.4706,alive
2,HD 37605 c,0.5158,0.4252,0.1422,alive
2,K2-138 c,0.7632,0.0,0.0027,alive
2,HD 1605 c,0.1103,0.0,0.0291,alive
2,HAT-P-18 b,0.3548,0.0,0.4233,alive
2,WASP-31 b,0.8539,0.6453,0.5227,alive
2,BD+20 2457 b,0.0,0.0,0.5696,dead
2,HD 240210 b,0.6903,0.0,0.6786,alive
2,CoRoT-17 b,0.0,0.7405,0.8303,dead
2,HD 132563 b,0.6114,0.9862,0.3893,alive
2,HD 55696 b,0.5007,0.8137,0.4292,alive
2,HD 148164 b,0.6116,0.9596,0.0991,alive
2,24 Sex c,0.2049,0.0,0.345,alive
2,K2-138 f,0.7632,0.0,0.1826,alive
2,CoRoT-5 b,0.3099,0.0,0.1801,alive
2,HD 192310 c,0.5528,0.0,0.0816,alive
