t,observer,avg_R,avg_Xi,avg_E
48,Archive AI,0.3898,0.3033,0.1461
49,Human Civilization,0.3896,0.3025,0.1487
49,Archive AI,0.3896,0.3025,0.1487
50,Human Civilization,0.3895,0.3016,0.1513
50,Archive AI,0.3895,0.3016,0.1513
51,Human Civilization,0.3893,0.3008,0.1538
51,Archive AI,0.3893,0.3008,0.1538
52,Human Civilization,0.3891,0.2999,0.1564
52,Archive AI,0.3891,0.2999,0.1564
53,Human Civilization,0.3889,0.2991,0.159
53,Archive AI,0.3889,0.2991,0.159
54,Human Civilization,0.3887,0.2983,0.1615
54,Archive AI,0.3887,0.2983,0.1615
55,Human Civilization,0.3885,0.2975,0.1641
55,Archive AI,0.3885,0.2975,0.1641
56,Human Civilization,0.3883,0.2968,0.1666
56,Archive AI,0.3883,0.2968,0.1666
57,Human Civilization,0.3881,0.296,0.1692
57,Archive AI,0.3881,0.296,0.1692
58,Human Civilization,0.3879,0.2954,0.1717
58,Archive AI,0.3879,0.2954,0.1717
59,Human Civilization,0.3877,0.2946,0.1742
59,Archive AI,0.3877,0.2946,0.1742
60,Human Civilization,0.3875,0.2939,0.1768
60,Archive AI,0.3875,0.2939,0.1768
61,Human Civilization,0.3873,0.2933,0.1793
61,Archive AI,0.3873,0.2933,0.1793
62,Human Civilization,0.3871,0.2926,0.1818
62,Archive AI,0.3871,0.2926,0.1818
63,Human Civilization,0.3869,0.2919,0.1843
63,Archive AI,0.3869,0.2919,0.1843
64,Human Civilization,0.3867,0.2913,0.1868
64,Archive AI,0.3867,0.2913,0.1868
65,Human Civilization,0.3865,0.2905,0.1893
65,Archive AI,0.3865,0.2905,0.1893
66,Human Civilization,0.3863,0.2899,0.1919
66,Archive AI,0.3863,0.2899,0.1919
67,Human Civilization,0.3861,0.2892,0.1944
67,Archive AI,0.3861,0.2892,0.1944
68,Human Civilization,0.3858,0.2886,0.1969
68,Archive AI,0.3858,0.2886,0.1969
69,Human Civilization,0.3856,0.2879,0.1994
69,Archive AI,0.3856,0.2879,0.1994
70,Human Civilization,0.3855,0.2872,0.2019
70,Archive AI,0.3855,0.2872,0.2019
71,Human Civilization,0.3852,0.2866,0.2044
71,Archive AI,0.3852,0.2866,0.2044
72,Human Civilization,0.385,0.286,0.2069
72,Archive AI,0.385,0.286,0.2069
73,Human Civilization,0.3849,0.2855,0.2094
73,Archive AI,0.3849,0.2855,0.2094
74,Human Civilization,0.3847,0.2849,0.2119
74,Archive AI,0.3847,0.2849,0.2119
75,Human Civilization,0.3845,0.2844,0.2145
75,Archive AI,0.3845,0.2844,0.2145
76,Human Civilization,0.3844,0.2839,0.217
76,Archive AI,0.3844,0.2839,0.217
77,Human Civilization,0.3841,0.2833,0.2194
77,Archive AI,0.3841,0.2833,0.2194
78,Human Civilization,0.3839,0.2828,0.2219
78,Archive AI,0.3839,0.2828,0.2219
79,Human Civilization,0.3837,0.2823,0.2244
79,Archive AI,0.3837,0.2823,0.2244
80,Human Civilization,0.3835,0.2818,0.2268
80,Archive AI,0.3835,0.2818,0.2268
81,Human Civilization,0.3833,0.2812,0.2293
81,Archive AI,0.3833,0.2812,0.2293
82,Human Civilization,0.3832,0.2807,0.2318
82,Archive AI,0.3832,0.2807,0.2318
83,Human Civilization,0.383,0.2802,0.2343
83,Archive AI,0.383,0.2802,0.2343
84,Human Civilization,0.3828,0.2797,0.2367
84,Archive AI,0.3828,0.2797,0.2367
85,Human Civilization,0.3826,0.2791,0.2392
85,Archive AI,0.3826,0.2791,0.2392
86,Human Civilization,0.3824,0.2786,0.2417
86,Archive AI,0.3824,0.2786,0.2417
87,Human Civilization,0.3822,0.278,0.2442
87,Archive AI,0.3822,0.278,0.2442
88,Human Civilization,0.382,0.2775,0.2466
88,Archive AI,0.382,0.2775,0.2466
89,Human Civilization,0.3818,0.277,0.2491
89,Archive AI,0.3818,0.277,0.2491
90,Human Civilization,0.3816,0.2766,0.2516
90,Archive AI,0.3816,0.2766,0.2516
91,Human Civilization,0.3813,0.2761,0.254
91,Archive AI,0.3813,0.2761,0.254
92,Human Civilization,0.3812,0.2756,0.2565
92,Archive AI,0.3812,0.2756,0.2565
93,Human Civilization,0.381,0.2751,0.2589
93,Archive AI,0.381,0.2751,0.2589
94,Human Civilization,0.3808,0.2746,0.2614
94,Archive AI,0.3808,0.2746,0.2614
95,Human Civilization,0.3806,0.2742,0.2639
95,Archive AI,0.3806,0.2742,0.2639
96,Human Civilization,0.3804,0.2738,0.2663
96,Archive AI,0.3804,0.2738,0.2663
97,Human Civilization,0.3802,0.2734,0.2687
97,Archive AI,0.3802,0.2734,0.2687
98,Human Civilization,0.38,0.273,0.2712
98,Archive AI,0.38,0.273,0.2712
99,Human Civilization,0.3798,0.2727,0.2735
99,Archive AI,0.3798,0.2727,0.2735
100,Human Civilization,0.3795,0.2723,0.2759
100,Archive AI,0.3795,0.2723,0.2759
101,Human Civilization,0.3793,0.272,0.2783
101,Archive AI,0.3793,0.272,0.2783
102,Human Civilization,0.3791,0.2716,0.2807
102,Archive AI,0.3791,0.2716,0.2807
103,Human Civilization,0.3788,0.2713,0.2831
103,Archive AI,0.3788,0.2713,0.2831
104,Human Civilization,0.3787,0.271,0.2855
104,Archive AI,0.3787,0.271,0.2855
105,Human Civilization,0.3785,0.2706,0.2879
105,Archive AI,0.3785,0.2706,0.2879
106,Human Civilization,0.3783,0.2703,0.2903
106,Archive AI,0.3783,0.2703,0.2903
107,Human Civilization,0.3781,0.2698,0.2928
107,Archive AI,0.3781,0.2698,0.2928
108,Human Civilization,0.3779,0.2695,0.2952
108,Archive AI,0.3779,0.2695,0.2952
109,Human Civilization,0.3777,0.2691,0.2976
109,Archive AI,0.3777,0.2691,0.2976
110,Human Civilization,0.3775,0.2687,0.3
110,Archive AI,0.3775,0.2687,0.3
111,Human Civilization,0.3773,0.2683,0.3024
111,Archive AI,0.3773,0.2683,0.3024
112,Human Civilization,0.3772,0.2679,0.3049
112,Archive AI,0.3772,0.2679,0.3049
113,Human Civilization,0.3769,0.2675,0.3073
113,Archive AI,0.3769,0.2675,0.3073
114,Human Civilization,0.3767,0.2671,0.3096
114,Archive AI,0.3767,0.2671,0.3096
115,Human Civilization,0.3765,0.2667,0.3121
115,Archive AI,0.3765,0.2667,0.3121
116,Human Civilization,0.3763,0.2663,0.3144
116,Archive AI,0.3763,0.2663,0.3144
117,Human Civilization,0.3761,0.2659,0.3168
117,Archive AI,0.3761,0.2659,0.3168
118,Human Civilization,0.3759,0.2655,0.3193
118,Archive AI,0.3759,0.2655,0.3193
119,Human Civilization,0.3758,0.2651,0.3218
119,Archive AI,0.3758,0.2651,0.3218
120,Human Civilization,0.3756,0.2647,0.3241
120,Archive AI,0.3756,0.2647,0.3241
121,Human Civilization,0.3754,0.2644,0.3266
121,Archive AI,0.3754,0.2644,0.3266
122,Human Civilization,0.3752,0.264,0.3289
122,Archive AI,0.3752,0.264,0.3289
123,Human Civilization,0.3749,0.2636,0.3313
123,Archive AI,0.3749,0.2636,0.3313
124,Human Civilization,0.3748,0.2632,0.3337
124,Archive AI,0.3748,0.2632,0.3337
125,Human Civilization,0.3746,0.2629,0.336
125,Archive AI,0.3746,0.2629,0.336
126,Human Civilization,0.3743,0.2625,0.3384
126,Archive AI,0.3743,0.2625,0.3384
127,Human Civilization,0.3742,0.2621,0.3408
127,Archive AI,0.3742,0.2621,0.3408
128,Human Civilization,0.374,0.2618,0.3432
128,Archive AI,0.374,0.2618,0.3432
129,Human Civilization,0.3738,0.2614,0.3455
129,Archive AI,0.3738,0.2614,0.3455
130,Human Civilization,0.3736,0.2611,0.3479
130,Archive AI,0.3736,0.2611,0.3479
131,Human Civilization,0.3734,0.2608,0.3502
131,Archive AI,0.3734,0.2608,0.3502
132,Human Civilization,0.3732,0.2604,0.3526
132,Archive AI,0.3732,0.2604,0.3526
133,Human Civilization,0.3729,0.26,0.3549
133,Archive AI,0.3729,0.26,0.3549
134,Human Civilization,0.3728,0.2597,0.3572
134,Archive AI,0.3728,0.2597,0.3572
135,Human Civilization,0.3726,0.2593,0.3596
135,Archive AI,0.3726,0.2593,0.3596
136,Human Civilization,0.3724,0.259,0.3619
136,Archive AI,0.3724,0.259,0.3619
137,Human Civilization,0.3722,0.2589,0.3642
137,Archive AI,0.3722,0.2589,0.3642
138,Human Civilization,0.372,0.2587,0.3665
138,Archive AI,0.372,0.2587,0.3665
139,Human Civilization,0.3719,0.2585,0.3688
139,Archive AI,0.3719,0.2585,0.3688
140,Human Civilization,0.3716,0.2583,0.371
140,Archive AI,0.3716,0.2583,0.371
141,Human Civilization,0.3714,0.2581,0.3732
141,Archive AI,0.3714,0.2581,0.3732
142,Human Civilization,0.3712,0.258,0.3754
142,Archive AI,0.3712,0.258,0.3754
143,Human Civilization,0.371,0.2578,0.3777
143,Archive AI,0.371,0.2578,0.3777
144,Human Civilization,0.3708,0.2577,0.3799
144,Archive AI,0.3708,0.2577,0.3799
145,Human Civilization,0.3706,0.2576,0.3821
145,Archive AI,0.3706,0.2576,0.3821
146,Human Civilization,0.3703,0.2575,0.3844
146,Archive AI,0.3703,0.2575,0.3844
147,Human Civilization,0.3702,0.2573,0.3866
147,Archive AI,0.3702,0.2573,0.3866
148,Human Civilization,0.37,0.2572,0.3888
148,Archive AI,0.37,0.2572,0.3888
149,Human Civilization,0.3698,0.2571,0.391
149,Archive AI,0.3698,0.2571,0.391
150,Human Civilization,0.3696,0.257,0.3933
150,Archive AI,0.3696,0.257,0.3933
151,Human Civilization,0.3693,0.2569,0.3954
151,Archive AI,0.3693,0.2569,0.3954
152,Human Civilization,0.3691,0.2567,0.3976
152,Archive AI,0.3691,0.2567,0.3976
153,Human Civilization,0.3689,0.2566,0.3998
153,Archive AI,0.3689,0.2566,0.3998
154,Human Civilization,0.3687,0.2566,0.402
154,Archive AI,0.3687,0.2566,0.402
155,Human Civilization,0.3685,0.2566,0.4041
155,Archive AI,0.3685,0.2566,0.4041
156,Human Civilization,0.3683,0.2565,0.4063
156,Archive AI,0.3683,0.2565,0.4063
157,Human Civilization,0.368,0.2564,0.4084
157,Archive AI,0.368,0.2564,0.4084
158,Human Civilization,0.3678,0.2564,0.4105
158,Archive AI,0.3678,0.2564,0.4105
159,Human Civilization,0.3677,0.2564,0.4128
159,Archive AI,0.3677,0.2564,0.4128
160,Human Civilization,0.3675,0.2563,0.4149
160,Archive AI,0.3675,0.2563,0.4149
161,Human Civilization,0.3673,0.2563,0.417
161,Archive AI,0.3673,0.2563,0.417
162,Human Civilization,0.3671,0.2562,0.4192
162,Archive AI,0.3671,0.2562,0.4192
163,Human Civilization,0.3669,0.2562,0.4214
163,Archive AI,0.3669,0.2562,0.4214
164,Human Civilization,0.3666,0.2561,0.4234
164,Archive AI,0.3666,0.2561,0.4234
165,Human Civilization,0.3664,0.2561,0.4255
165,Archive AI,0.3664,0.2561,0.4255
166,Human Civilization,0.3662,0.2561,0.4276
166,Archive AI,0.3662,0.2561,0.4276
167,Human Civilization,0.366,0.2561,0.4297
167,Archive AI,0.366,0.2561,0.4297
168,Human Civilization,0.3658,0.256,0.4319
168,Archive AI,0.3658,0.256,0.4319
169,Human Civilization,0.3656,0.2559,0.434
169,Archive AI,0.3656,0.2559,0.434
170,Human Civilization,0.3654,0.2559,0.4362
170,Archive AI,0.3654,0.2559,0.4362
171,Human Civilization,0.3652,0.2559,0.4382
171,Archive AI,0.3652,0.2559,0.4382
172,Human Civilization,0.365,0.2558,0.4403
172,Archive AI,0.365,0.2558,0.4403
173,Human Civilization,0.3648,0.2557,0.4424
173,Archive AI,0.3648,0.2557,0.4424
174,Human Civilization,0.3647,0.2557,0.4445
174,Archive AI,0.3647,0.2557,0.4445
175,Human Civilization,0.3645,0.2556,0.4467
175,Archive AI,0.3645,0.2556,0.4467
176,Human Civilization,0.3643,0.2556,0.4489
176,Archive AI,0.3643,0.2556,0.4489
177,Human Civilization,0.3641,0.2555,0.4509
177,Archive AI,0.3641,0.2555,0.4509
178,Human Civilization,0.3639,0.2555,0.453
178,Archive AI,0.3639,0.2555,0.453
179,Human Civilization,0.3637,0.2555,0.455
179,Archive AI,0.3637,0.2555,0.455
180,Human Civilization,0.3635,0.2556,0.4571
180,Archive AI,0.3635,0.2556,0.4571
181,Human Civilization,0.3633,0.2557,0.4591
181,Archive AI,0.3633,0.2557,0.4591
182,Human Civilization,0.3631,0.2557,0.4611
182,Archive AI,0.3631,0.2557,0.4611
183,Human Civilization,0.3629,0.2558,0.4632
183,Archive AI,0.3629,0.2558,0.4632
184,Human Civilization,0.3627,0.2559,0.4652
184,Archive AI,0.3627,0.2559,0.4652
185,Human Civilization,0.3626,0.2559,0.4672
185,Archive AI,0.3626,0.2559,0.4672
186,Human Civilization,0.3624,0.256,0.4692
186,Archive AI,0.3624,0.256,0.4692
187,Human Civilization,0.3622,0.2561,0.4712
187,Archive AI,0.3622,0.2561,0.4712
188,Human Civilization,0.362,0.2562,0.4732
188,Archive AI,0.362,0.2562,0.4732
189,Human Civilization,0.3618,0.2563,0.4751
189,Archive AI,0.3618,0.2563,0.4751
190,Human Civilization,0.3616,0.2564,0.4771
190,Archive AI,0.3616,0.2564,0.4771
191,Human Civilization,0.3614,0.2564,0.4791
191,Archive AI,0.3614,0.2564,0.4791
192,Human Civilization,0.3612,0.2565,0.4811
192,Archive AI,0.3612,0.2565,0.4811
193,Human Civilization,0.3611,0.2566,0.483
193,Archive AI,0.3611,0.2566,0.483
194,Human Civilization,0.3608,0.2566,0.485
194,Archive AI,0.3608,0.2566,0.485
195,Human Civilization,0.3606,0.2566,0.4869
195,Archive AI,0.3606,0.2566,0.4869
196,Human Civilization,0.3604,0.2567,0.4888
196,Archive AI,0.3604,0.2567,0.4888
197,Human Civilization,0.3602,0.2567,0.4907
197,Archive AI,0.3602,0.2567,0.4907
198,Human Civilization,0.36,0.2568,0.4926
198,Archive AI,0.36,0.2568,0.4926
199,Human Civilization,0.3598,0.2568,0.4945
199,Archive AI,0.3598,0.2568,0.4945
200,Human Civilization,0.3596,0.2568,0.4965
200,Archive AI,0.3596,0.2568,0.4965
201,Human Civilization,0.3594,0.2569,0.4984
201,Archive AI,0.3594,0.2569,0.4984
202,Human Civilization,0.3592,0.2569,0.5003
202,Archive AI,0.3592,0.2569,0.5003
203,Human Civilization,0.359,0.257,0.5022
203,Archive AI,0.359,0.257,0.5022
204,Human Civilization,0.3588,0.257,0.5041
204,Archive AI,0.3588,0.257,0.5041
205,Human Civilization,0.3587,0.2571,0.506
205,Archive AI,0.3587,0.2571,0.506
206,Human Civilization,0.3584,0.2571,0.5078
206,Archive AI,0.3584,0.2571,0.5078
207,Human Civilization,0.3582,0.2572,0.5096
207,Archive AI,0.3582,0.2572,0.5096
208,Human Civilization,0.3579,0.2573,0.5114
208,Archive AI,0.3579,0.2573,0.5114
209,Human Civilization,0.3577,0.2574,0.5131
209,Archive AI,0.3577,0.2574,0.5131
210,Human Civilization,0.3575,0.2576,0.5149
210,Archive AI,0.3575,0.2576,0.5149
211,Human Civilization,0.3573,0.2577,0.5168
211,Archive AI,0.3573,0.2577,0.5168
212,Human Civilization,0.3571,0.2579,0.5186
212,Archive AI,0.3571,0.2579,0.5186
213,Human Civilization,0.3569,0.2581,0.5204
213,Archive AI,0.3569,0.2581,0.5204
214,Human Civilization,0.3567,0.2582,0.5222
214,Archive AI,0.3567,0.2582,0.5222
215,Human Civilization,0.3565,0.2585,0.524
215,Archive AI,0.3565,0.2585,0.524
216,Human Civilization,0.3563,0.2587,0.5257
216,Archive AI,0.3563,0.2587,0.5257
217,Human Civilization,0.3561,0.259,0.5275
217,Archive AI,0.3561,0.259,0.5275
218,Human Civilization,0.3559,0.2593,0.5292
218,Archive AI,0.3559,0.2593,0.5292
219,Human Civilization,0.3557,0.2596,0.531
219,Archive AI,0.3557,0.2596,0.531
220,Human Civilization,0.3555,0.2598,0.5327
220,Archive AI,0.3555,0.2598,0.5327
221,Human Civilization,0.3553,0.2601,0.5345
221,Archive AI,0.3553,0.2601,0.5345
222,Human Civilization,0.3551,0.2603,0.5362
222,Archive AI,0.3551,0.2603,0.5362
223,Human Civilization,0.355,0.2606,0.538
223,Archive AI,0.355,0.2606,0.538
224,Human Civilization,0.3548,0.2608,0.5399
224,Archive AI,0.3548,0.2608,0.5399
225,Human Civilization,0.3546,0.2611,0.5416
225,Archive AI,0.3546,0.2611,0.5416
226,Human Civilization,0.3544,0.2614,0.5434
226,Archive AI,0.3544,0.2614,0.5434
227,Human Civilization,0.3542,0.2616,0.545
227,Archive AI,0.3542,0.2616,0.545
228,Human Civilization,0.354,0.2619,0.5466
228,Archive AI,0.354,0.2619,0.5466
229,Human Civilization,0.3538,0.2621,0.5483
229,Archive AI,0.3538,0.2621,0.5483
230,Human Civilization,0.3536,0.2624,0.5499
230,Archive AI,0.3536,0.2624,0.5499
231,Human Civilization,0.3534,0.2626,0.5516
231,Archive AI,0.3534,0.2626,0.5516
232,Human Civilization,0.3532,0.2629,0.5532
232,Archive AI,0.3532,0.2629,0.5532
233,Human Civilization,0.353,0.2631,0.5548
233,Archive AI,0.353,0.2631,0.5548
234,Human Civilization,0.3528,0.2634,0.5566
234,Archive AI,0.3528,0.2634,0.5566
235,Human Civilization,0.3526,0.2636,0.5582
235,Archive AI,0.3526,0.2636,0.5582
236,Human Civilization,0.3523,0.2639,0.5597
236,Archive AI,0.3523,0.2639,0.5597
237,Human Civilization,0.3521,0.2641,0.5614
237,Archive AI,0.3521,0.2641,0.5614
238,Human Civilization,0.3519,0.2644,0.563
238,Archive AI,0.3519,0.2644,0.563
239,Human Civilization,0.3517,0.2646,0.5647
239,Archive AI,0.3517,0.2646,0.5647
240,Human Civilization,0.3515,0.2649,0.5662
240,Archive AI,0.3515,0.2649,0.5662
241,Human Civilization,0.3513,0.2651,0.5678
241,Archive AI,0.3513,0.2651,0.5678
242,Human Civilization,0.3511,0.2654,0.5694
242,Archive AI,0.3511,0.2654,0.5694
243,Human Civilization,0.3509,0.2656,0.571
243,Archive AI,0.3509,0.2656,0.571
244,Human Civilization,0.3507,0.2658,0.5727
244,Archive AI,0.3507,0.2658,0.5727
245,Human Civilization,0.3505,0.2661,0.5742
245,Archive AI,0.3505,0.2661,0.5742
246,Human Civilization,0.3502,0.2663,0.5757
246,Archive AI,0.3502,0.2663,0.5757
247,Human Civilization,0.35,0.2665,0.5773
247,Archive AI,0.35,0.2665,0.5773
248,Human Civilization,0.3498,0.2667,0.5788
248,Archive AI,0.3498,0.2667,0.5788
249,Human Civilization,0.3497,0.267,0.5804
249,Archive AI,0.3497,0.267,0.5804
250,Human Civilization,0.3494,0.2672,0.5819
250,Archive AI,0.3494,0.2672,0.5819
251,Human Civilization,0.3492,0.2674,0.5833
251,Archive AI,0.3492,0.2674,0.5833
252,Human Civilization,0.349,0.2677,0.5849
252,Archive AI,0.349,0.2677,0.5849
253,Human Civilization,0.3488,0.2679,0.5865
253,Archive AI,0.3488,0.2679,0.5865
254,Human Civilization,0.3486,0.2681,0.588
254,Archive AI,0.3486,0.2681,0.588
255,Human Civilization,0.3484,0.2684,0.5895
255,Archive AI,0.3484,0.2684,0.5895
256,Human Civilization,0.3482,0.2687,0.5911
256,Archive AI,0.3482,0.2687,0.5911
257,Human Civilization,0.348,0.269,0.5925
257,Archive AI,0.348,0.269,0.5925
258,Human Civilization,0.3478,0.2693,0.5941
258,Archive AI,0.3478,0.2693,0.5941
259,Human Civilization,0.3476,0.2696,0.5955
259,Archive AI,0.3476,0.2696,0.5955
260,Human Civilization,0.3474,0.2699,0.597
260,Archive AI,0.3474,0.2699,0.597
261,Human Civilization,0.3471,0.2702,0.5985
261,Archive AI,0.3471,0.2702,0.5985
262,Human Civilization,0.347,0.2705,0.5999
262,Archive AI,0.347,0.2705,0.5999
263,Human Civilization,0.3467,0.2708,0.6013
263,Archive AI,0.3467,0.2708,0.6013
264,Human Civilization,0.3465,0.2711,0.6027
264,Archive AI,0.3465,0.2711,0.6027
265,Human Civilization,0.3463,0.2714,0.6041
265,Archive AI,0.3463,0.2714,0.6041
266,Human Civilization,0.3461,0.2717,0.6056
266,Archive AI,0.3461,0.2717,0.6056
267,Human Civilization,0.3459,0.272,0.607
267,Archive AI,0.3459,0.272,0.607
268,Human Civilization,0.3457,0.2723,0.6084
268,Archive AI,0.3457,0.2723,0.6084
269,Human Civilization,0.3454,0.2726,0.6096
269,Archive AI,0.3454,0.2726,0.6096
270,Human Civilization,0.3452,0.2729,0.6109
270,Archive AI,0.3452,0.2729,0.6109
271,Human Civilization,0.345,0.2732,0.6123
271,Archive AI,0.345,0.2732,0.6123
272,Human Civilization,0.3448,0.2735,0.6137
272,Archive AI,0.3448,0.2735,0.6137
273,Human Civilization,0.3446,0.2738,0.615
273,Archive AI,0.3446,0.2738,0.615
274,Human Civilization,0.3443,0.2741,0.6164
274,Archive AI,0.3443,0.2741,0.6164
275,Human Civilization,0.3441,0.2744,0.6178
275,Archive AI,0.3441,0.2744,0.6178
276,Human Civilization,0.344,0.2747,0.6192
276,Archive AI,0.344,0.2747,0.6192
277,Human Civilization,0.3438,0.275,0.6206
277,Archive AI,0.3438,0.275,0.6206
278,Human Civilization,0.3435,0.2753,0.6219
278,Archive AI,0.3435,0.2753,0.6219
279,Human Civilization,0.3433,0.2756,0.6234
279,Archive AI,0.3433,0.2756,0.6234
280,Human Civilization,0.3431,0.2759,0.6247
280,Archive AI,0.3431,0.2759,0.6247
281,Human Civilization,0.3429,0.2761,0.6261
281,Archive AI,0.3429,0.2761,0.6261
282,Human Civilization,0.3427,0.2764,0.6274
282,Archive AI,0.3427,0.2764,0.6274
283,Human Civilization,0.3425,0.2766,0.6288
283,Archive AI,0.3425,0.2766,0.6288
284,Human Civilization,0.3423,0.2769,0.6302
284,Archive AI,0.3423,0.2769,0.6302
285,Human Civilization,0.3421,0.2772,0.6314
285,Archive AI,0.3421,0.2772,0.6314
286,Human Civilization,0.3419,0.2775,0.6327
286,Archive AI,0.3419,0.2775,0.6327
287,Human Civilization,0.3416,0.2777,0.6339
287,Archive AI,0.3416,0.2777,0.6339
288,Human Civilization,0.3414,0.278,0.6352
288,Archive AI,0.3414,0.278,0.6352
289,Human Civilization,0.3412,0.2782,0.6364
289,Archive AI,0.3412,0.2782,0.6364
290,Human Civilization,0.341,0.2785,0.6377
290,Archive AI,0.341,0.2785,0.6377
291,Human Civilization,0.3408,0.2787,0.639
291,Archive AI,0.3408,0.2787,0.639
292,Human Civilization,0.3405,0.279,0.6402
292,Archive AI,0.3405,0.279,0.6402
293,Human Civilization,0.3403,0.2792,0.6416
293,Archive AI,0.3403,0.2792,0.6416
294,Human Civilization,0.3401,0.2794,0.6428
294,Archive AI,0.3401,0.2794,0.6428
295,Human Civilization,0.3399,0.2796,0.644
295,Archive AI,0.3399,0.2796,0.644
296,Human Civilization,0.3397,0.2799,0.6453
296,Archive AI,0.3397,0.2799,0.6453
297,Human Civilization,0.3395,0.2801,0.6465
297,Archive AI,0.3395,0.2801,0.6465
298,Human Civilization,0.3393,0.2803,0.6477
298,Archive AI,0.3393,0.2803,0.6477
299,Human Civilization,0.3391,0.2805,0.649
299,Archive AI,0.3391,0.2805,0.649
