t,name,P,R,Xi,death_type
0,Kepler-152 c,0.8929,0.9257,0.3386,alive
0,Kepler-1506 b,0.6499,0.0,0.2825,alive
0,HAT-P-22 b,0.0,0.0,0.9138,dead
0,K2-25 b,0.9927,0.9511,0.3975,alive
0,CoRoT-3 b,0.5166,0.0,0.1489,alive
0,HD 205739 b,0.533,0.8234,0.3657,alive
0,NGTS-10 b,0.5797,0.99,0.0856,alive
0,HD 224693 b,0.1907,0.0,0.3623,alive
0,HD 156279 b,0.6487,0.0,0.1636,alive
0,HD 12661 b,0.0,0.0,0.8215,dead
0,2MASS J12073346-3932539 b,0.9999,0.3633,0.4858,alive
0,HD 16417 b,0.0,0.0,0.6524,dead
0,HD 19994 b,0.4774,0.1386,0.2311,alive
0,61 Vir b,0.2283,0.8024,0.3961,alive
0,HD 156279 c,0.6487,0.0,0.3481,alive
0,GJ 179 b,0.95,0.5252,0.6787,alive
0,GQ Lup b,0.9999,0.0,0.6788,alive
0,GJ 832 b,0.89,0.0,0.7873,alive
0,HD 37605 b,0.5159,0.9323,0.077,alive
0,HD 33283 b,0.1878,0.0,0.1711,alive
0,Kepler-4 b,0.2556,0.0,0.0249,alive
0,HD 9446 b,0.5,0.5041,0.4756,alive
0,61 Vir c,0.2283,0.5965,0.0254,alive
0,61 Vir d,0.2283,0.0,0.566,alive
0,HD 134987 c,0.0,0.999,0.7632,dead
0,HD 110014 b,0.3407,0.9284,0.288,alive
0,HD 79498 b,0.6714,0.1114,0.5931,alive
0,WASP-43 b,0.8207,0.0,0.0864,alive
0,HD 45652 b,0.318,0.8307,0.125,alive
0,HIP 79431 b,0.916,0.0,0.245,alive
0,HD 3167 b,0.5,0.4001,0.0928,alive
0,GJ 876 b,0.99,0.3908,0.4316,alive
0,HD 114783 c,0.5389,0.7789,0.0405,alive
0,HD 47186 c,0.413,0.2112,0.1916,alive
0,HD 114783 b,0.5968,0.0,0.1415,alive
0,HD 148156 b,0.1779,0.9074,0.7462,alive
0,HD 12661 c,0.3285,0.9557,0.4656,alive
0,HIP 14810 c,0.4012,0.8439,0.3679,alive
0,HIP 14810 b,0.4012,0.9993,0.1851,alive
0,GJ 876 d,0.99,0.0,0.3153,alive
0,GJ 876 e,0.99,0.0,0.9585,alive
0,gam1 Leo b,0.5952,0.9994,0.3977,alive
0,HAT-P-12 b,0.885,0.0,0.4559,alive
0,HD 156411 b,0.2522,0.0,0.367,alive
0,HD 8535 b,0.3213,0.0,0.1483,alive
0,HD 37605 c,0.5159,0.0,0.1681,alive
0,K2-138 c,0.7633,0.4447,0.498,alive
0,HD 1605 c,0.1105,0.909,0.0537,alive
0,HAT-P-18 b,0.3548,0.0,0.2318,alive
0,WASP-31 b,0.8541,0.0569,0.609,alive
0,BD+20 2457 b,0.0,0.664,0.2405,dead
0,HD 240210 b,0.6904,0.9749,0.5554,alive
0,CoRoT-17 b,0.0,0.9882,0.5487,dead
0,HD 132563 b,0.6115,0.0,0.2393,alive
0,HD 55696 b,0.5009,0.9681,0.1478,alive
0,HD 148164 b,0.6118,0.1548,0.0677,alive
0,24 Sex c,0.2052,0.9643,0.0957,alive
0,K2-138 f,0.7633,0.0,0.0769,alive
0,CoRoT-5 b,0.3099,0.8758,0.1561,alive
0,HD 192310 c,0.5529,0.0,0.3935,alive
0,HD 22781 b,0.7661,0.0,0.0323,alive
0,HD 68988 b,0.0,0.0,0.7353,dead
0,HD 148164 c,0.6118,0.0,0.2512,alive
0,HD 29985 b,0.7564,0.0011,0.1287,alive
0,HD 221416 b,0.2075,0.2982,0.0913,alive
0,HD 3167 c,0.5,0.0,0.0995,alive
0,HD 90156 b,0.7154,0.9778,0.2352,alive
0,KOI-217 b,0.8504,0.0,0.3902,alive
0,HD 45350 b,0.2394,0.9988,0.7604,alive
0,TrES-3 b,0.9253,0.4224,0.798,alive
0,WASP-10 b,0.659,0.0,0.2455,alive
0,Kepler-14 b,0.3814,0.9209,0.0306,alive
0,MOA-2009-BLG-266L b,0.8826,0.6634,0.4366,alive
0,Kepler-15 b,0.6131,0.464,0.1675,alive
0,Kepler-595 c,0.7748,0.9854,0.6015,alive
0,Kepler-595 b,0.7748,0.0,0.101,alive
0,HD 177830 c,0.0,0.1534,0.8681,dead
0,ups And c,0.0365,0.0,0.1251,alive
0,WASP-5 b,0.5123,0.0,0.4605,alive
0,OGLE-TR-111 b,0.4642,0.8498,0.3521,alive
0,Kepler-17 b,0.8014,0.9102,0.1725,alive
0,CoRoT-18 b,0.9472,0.0,0.7105,alive
0,HD 192310 b,0.5529,0.0,0.3696,alive
0,PSR B1257+12 b,0.3042,0.1889,0.3331,alive
0,PSR B1257+12 d,0.3042,0.9869,0.061,alive
0,ups And d,0.0365,0.4821,0.3611,alive
0,MOA-2007-BLG-192L b,0.95,0.9894,0.058,alive
0,Kepler-40 b,0.2537,0.5994,0.2628,alive
0,TOI-756 b,0.942,0.9569,0.0525,alive
0,HD 107148 b,0.2565,0.0,0.1626,alive
0,SWEEPS-11 b,0.3654,0.875,0.097,alive
0,OGLE-TR-211 b,0.4695,0.0,0.368,alive
0,Lupus-TR-3 b,0.647,0.0,0.227,alive
0,OGLE-2005-BLG-390L b,0.95,0.0,0.9291,alive
0,HN Peg b,0.9636,0.948,0.1404,alive
0,HD 102365 b,0.4005,0.4426,0.1113,alive
0,MOA-2009-BLG-387L b,0.95,0.3177,0.05,alive
0,GJ 674 b,0.9945,0.9049,0.7778,alive
0,WASP-96 b,0.0745,0.0,0.4796,alive
0,HD 69830 c,0.5199,0.3938,0.2043,alive
0,2MASS J04414489+2301513 b,1.0,0.0,0.8176,alive
0,WASP-21 b,0.0,0.9949,0.3614,dead
0,GJ 3634 b,0.9321,0.7016,0.3683,alive
0,HAT-P-4 b,0.3213,0.0,0.517,alive
0,OGLE-TR-10 b,0.5698,0.9575,0.247,alive
0,TOI-178 g,0.798,0.0,0.1085,alive
0,TOI-178 e,0.798,0.9875,0.589,alive
0,HD 27442 b,0.0,0.5914,0.9183,dead
0,HD 69830 d,0.5199,0.9757,0.3609,alive
0,GJ 3021 b,0.9715,0.9345,0.3192,alive
0,HAT-P-16 b,0.6725,0.997,0.1344,alive
0,CoRoT-8 b,0.782,0.0516,0.2454,alive
0,OGLE-TR-113 b,0.293,0.9847,0.238,alive
0,HD 46375 b,0.2693,0.0,0.1903,alive
0,HD 147513 b,0.961,0.0,0.5859,alive
0,HD 221287 b,0.7728,0.0,0.0077,alive
0,HD 33564 b,0.4758,0.179,0.1684,alive
0,CoRoT-11 b,0.6364,0.2492,0.3902,alive
0,K2-138 g,0.7633,0.9899,0.7389,alive
0,CoRoT-12 b,0.2398,0.8598,0.267,alive
0,HAT-P-28 b,0.3511,0.0,0.37,alive
0,HD 129445 b,0.5124,0.0,0.1355,alive
0,Kepler-419 c,0.5124,0.9646,0.3557,alive
0,GJ 3470 b,0.9648,0.9841,0.9263,alive
0,51 Eri b,0.9917,0.0,0.4603,alive
0,HD 70573 b,0.9898,0.6908,0.9536,alive
0,HD 47536 b,0.0,0.8219,0.3725,dead
0,CoRoT-13 b,0.7971,0.0,0.0312,alive
0,CoRoT-14 b,0.4298,0.9654,0.3836,alive
0,47 UMa c,0.2503,0.4477,0.0694,alive
0,47 UMa b,0.2503,0.0009,0.5599,alive
0,47 UMa d,0.2503,0.7193,0.1057,alive
0,MOA-2008-BLG-310L b,0.95,0.0,0.2145,alive
0,Kepler-419 b,0.5124,0.1951,0.185,alive
0,HD 24040 b,0.1328,0.0,0.0985,alive
0,K2-138 e,0.7633,0.998,0.1869,alive
0,HD 11964 c,0.4114,0.0,0.3792,alive
0,CoRoT-6 b,0.7175,0.9199,0.7028,alive
0,HAT-P-2 b,0.7061,0.4994,0.1012,alive
0,Kepler-59 c,0.9713,0.0,0.6315,alive
0,Kepler-58 c,0.8117,0.0,0.0135,alive
0,HD 154857 c,0.0,0.0,0.198,dead
0,GJ 357 d,0.95,0.0,0.0039,alive
0,Kepler-51 c,0.9669,0.9665,0.5952,alive
0,BD-210397 c,0.8418,0.9642,0.2653,alive
0,Kepler-62 c,0.7231,0.9839,0.0216,alive
0,Kepler-62 b,0.7231,0.0,0.1909,alive
0,CHXR 73 b,1.0,0.472,0.6644,alive
0,FU Tau b,1.0,0.9894,0.7089,alive
0,GJ 667 C b,0.98,0.9645,0.6348,alive
0,HD 168443 c,0.0,0.0,0.1944,dead
0,Kepler-59 b,0.9713,0.4376,0.5718,alive
0,Kepler-53 b,0.9714,0.0,0.2361,alive
0,HD 82943 c,0.7151,0.0,0.0533,alive
0,HD 82943 b,0.7151,0.0,0.2053,alive
0,UZ For b,0.795,0.9916,0.1706,alive
0,Kepler-69 b,0.2217,0.0,0.2076,alive
0,HIP 5158 c,0.6776,0.0,0.4269,alive
0,HU Aqr AB b,0.6367,0.3268,0.6046,alive
0,HD 63433 c,0.963,0.8124,0.3532,alive
0,Kepler-52 c,0.9783,0.0,0.8151,alive
0,Kepler-55 b,0.9292,0.3102,0.9191,alive
0,UZ For c,0.795,0.8545,0.4164,alive
0,Kepler-413 b,0.6955,0.3435,0.3201,alive
0,Earth,1.0,0.8598,0.0,alive
0,Mars,1.0,0.597,0.0,alive
1,Kepler-1167 b,0.7631,0.0,0.7401,alive
1,Kepler-1740 b,0.5681,0.0,0.049,alive
1,Kepler-1581 b,0.4463,0.5557,0.2316,alive
1,Kepler-644 b,0.5607,0.1579,0.1961,alive
1,Kepler-1752 b,0.5562,0.3636,0.4423,alive
1,Kepler-280 c,0.4898,0.3069,0.0162,alive
1,Kepler-1208 b,0.7441,0.7415,0.5393,alive
1,Kepler-263 c,0.8745,0.6393,0.1464,alive
1,HD 136352 b,0.1316,0.9469,0.0744,alive
1,Kepler-1101 b,0.6341,0.9909,0.3659,alive
1,HD 168746 b,0.0524,0.0,0.4973,alive
1,HAT-P-7 b,0.4587,0.9965,0.0252,alive
1,Kepler-560 b,0.9593,0.6858,0.5714,alive
1,Kepler-150 d,0.8444,0.9903,0.4087,alive
1,Kepler-498 b,0.6301,0.9889,0.5132,alive
1,Kepler-817 b,0.6177,0.0,0.205,alive
1,Kepler-937 b,0.5404,0.0,0.0235,alive
1,K2-10 b,0.6367,0.9614,0.2275,alive
1,Kepler-571 b,0.6096,0.4555,0.3896,alive
1,Kepler-1458 b,0.6234,0.0,0.5628,alive
1,K2-335 b,0.1609,0.0,0.6737,alive
1,Kepler-1600 c,0.5812,0.0,0.0891,alive
1,HIP 41378 f,0.3797,0.1019,0.2406,alive
1,Kepler-221 d,0.88,0.9526,0.8177,alive
1,Kepler-626 b,0.4494,0.4127,0.5109,alive
1,K2-39 b,0.7629,0.2534,0.365,alive
1,Kepler-1549 b,0.652,0.0,0.208,alive
1,K2-62 c,0.8162,0.0,0.0257,alive
1,Kepler-1149 b,0.5817,0.4321,0.3353,alive
1,Kepler-1288 b,0.5455,0.0,0.3259,alive
1,Kepler-128 b,0.379,0.9717,0.2223,alive
1,Kepler-1245 b,0.6865,0.0,0.1515,alive
1,Kepler-1068 b,0.5724,0.7985,0.385,alive
1,Kepler-311 c,0.8078,0.2146,0.4097,alive
1,Kepler-150 e,0.8444,0.0927,0.0338,alive
1,Kepler-272 c,0.0,0.0,0.9422,dead
1,Kepler-152 c,0.8928,0.9257,0.3346,alive
1,Kepler-1506 b,0.6498,0.0,0.2807,alive
1,HAT-P-22 b,0.0,0.0,0.9123,dead
1,K2-25 b,0.9927,0.9509,0.3931,alive
1,CoRoT-3 b,0.5165,0.0,0.1471,alive
1,HD 205739 b,0.5329,0.8227,0.3675,alive
1,NGTS-10 b,0.5797,0.9891,0.0839,alive
1,HD 224693 b,0.1906,0.0,0.3626,alive
1,HD 156279 b,0.6487,0.0,0.1659,alive
1,HD 12661 b,0.0,0.0,0.8201,dead
1,2MASS J12073346-3932539 b,0.9999,0.3634,0.4816,alive
1,HD 16417 b,0.0,0.0,0.651,dead
1,HD 19994 b,0.4773,0.1386,0.2325,alive
1,61 Vir b,0.2282,0.8017,0.3966,alive
1,HD 156279 c,0.6487,0.0,0.3505,alive
1,GJ 179 b,0.95,0.5245,0.6748,alive
1,GQ Lup b,0.9999,0.0,0.6741,alive
1,GJ 832 b,0.89,0.0,0.7843,alive
1,HD 37605 b,0.5159,0.931,0.0787,alive
1,HD 33283 b,0.1877,0.0,0.1712,alive
1,Kepler-4 b,0.2555,0.0,0.0256,alive
1,HD 9446 b,0.4999,0.5037,0.4771,alive
1,61 Vir c,0.2282,0.5961,0.0261,alive
1,61 Vir d,0.2282,0.0,0.566,alive
1,HD 134987 c,0.0,0.9989,0.762,dead
1,HD 110014 b,0.3403,0.9286,0.2894,alive
1,HD 79498 b,0.6714,0.1114,0.5916,alive
1,WASP-43 b,0.8206,0.0,0.083,alive
1,HD 45652 b,0.318,0.8302,0.1249,alive
1,HIP 79431 b,0.9159,0.0,0.2413,alive
1,HD 3167 b,0.5,0.4,0.0913,alive
1,GJ 876 b,0.99,0.3906,0.4271,alive
1,HD 114783 c,0.5389,0.7778,0.0386,alive
1,HD 47186 c,0.413,0.2111,0.1911,alive
1,HD 114783 b,0.5967,0.0,0.1435,alive
1,HD 148156 b,0.1778,0.9066,0.7459,alive
1,HD 12661 c,0.3285,0.9552,0.4663,alive
1,HIP 14810 c,0.4012,0.8434,0.369,alive
1,HIP 14810 b,0.4012,0.9991,0.1848,alive
1,GJ 876 d,0.99,0.0,0.3111,alive
1,GJ 876 e,0.99,0.0,0.9545,alive
1,gam1 Leo b,0.5951,0.9994,0.3966,alive
1,HAT-P-12 b,0.885,0.0,0.452,alive
1,HD 156411 b,0.2521,0.0,0.3673,alive
1,HD 8535 b,0.3212,0.0,0.1488,alive
1,HD 37605 c,0.5159,0.0,0.1698,alive
1,K2-138 c,0.7632,0.444,0.495,alive
1,HD 1605 c,0.1104,0.9079,0.053,alive
1,HAT-P-18 b,0.3548,0.0,0.233,alive
1,WASP-31 b,0.854,0.0568,0.6062,alive
1,BD+20 2457 b,0.0,0.6643,0.2398,dead
1,HD 240210 b,0.6903,0.9744,0.5536,alive
1,CoRoT-17 b,0.0,0.9873,0.5474,dead
1,HD 132563 b,0.6115,0.0,0.2375,alive
1,HD 55696 b,0.5008,0.9667,0.1493,alive
1,HD 148164 b,0.6117,0.1546,0.0661,alive
1,24 Sex c,0.2051,0.9636,0.0972,alive
1,K2-138 f,0.7632,0.0,0.0741,alive
1,CoRoT-5 b,0.3099,0.8761,0.157,alive
1,HD 192310 c,0.5529,0.0,0.3912,alive
1,HD 22781 b,0.7661,0.0,0.0294,alive
1,HD 68988 b,0.0,0.0,0.7337,dead
1,HD 148164 c,0.6117,0.0,0.2534,alive
1,HD 29985 b,0.7564,0.0011,0.126,alive
1,HD 221416 b,0.2074,0.298,0.0913,alive
1,HD 3167 c,0.5,0.0,0.1012,alive
1,HD 90156 b,0.7154,0.9777,0.233,alive
1,KOI-217 b,0.8504,0.0,0.3864,alive
1,HD 45350 b,0.2393,0.9987,0.7604,alive
1,TrES-3 b,0.9253,0.4224,0.7935,alive
1,WASP-10 b,0.659,0.0,0.2428,alive
1,Kepler-14 b,0.3813,0.9211,0.0315,alive
1,MOA-2009-BLG-266L b,0.8826,0.6624,0.4334,alive
1,Kepler-15 b,0.613,0.464,0.1698,alive
1,Kepler-595 c,0.7747,0.9848,0.5993,alive
1,Kepler-595 b,0.7747,0.0,0.0978,alive
1,HD 177830 c,0.0,0.1533,0.8667,dead
1,ups And c,0.0364,0.0,0.1245,alive
1,WASP-5 b,0.5123,0.0,0.4622,alive
1,OGLE-TR-111 b,0.4641,0.8499,0.3535,alive
1,Kepler-17 b,0.8013,0.9094,0.1692,alive
1,CoRoT-18 b,0.9471,0.0,0.7071,alive
1,HD 192310 b,0.5529,0.0,0.3682,alive
1,PSR B1257+12 b,0.304,0.1887,0.3336,alive
1,PSR B1257+12 d,0.304,0.9871,0.061,alive
1,ups And d,0.0364,0.4823,0.3601,alive
1,MOA-2007-BLG-192L b,0.95,0.9885,0.0538,alive
1,Kepler-40 b,0.2536,0.5992,0.2628,alive
1,TOI-756 b,0.942,0.9557,0.0483,alive
1,HD 107148 b,0.2564,0.0,0.1632,alive
1,SWEEPS-11 b,0.3653,0.8754,0.0962,alive
1,OGLE-TR-211 b,0.4694,0.0,0.3696,alive
1,Lupus-TR-3 b,0.6469,0.0,0.2245,alive
1,OGLE-2005-BLG-390L b,0.95,0.0,0.9248,alive
1,HN Peg b,0.9635,0.9477,0.1363,alive
1,HD 102365 b,0.4004,0.4428,0.1122,alive
1,MOA-2009-BLG-387L b,0.95,0.3178,0.05,alive
1,GJ 674 b,0.9945,0.9053,0.7742,alive
1,WASP-96 b,0.0744,0.0,0.4784,alive
1,HD 69830 c,0.5198,0.3937,0.206,alive
1,2MASS J04414489+2301513 b,1.0,0.0,0.814,alive
1,WASP-21 b,0.0,0.9952,0.3597,dead
1,GJ 3634 b,0.9321,0.7015,0.3643,alive
1,HAT-P-4 b,0.3212,0.0,0.5177,alive
1,OGLE-TR-10 b,0.5697,0.9569,0.2491,alive
1,TOI-178 g,0.7979,0.0,0.1053,alive
1,TOI-178 e,0.7979,0.9875,0.5855,alive
1,HD 27442 b,0.0,0.5915,0.9168,dead
1,HD 69830 d,0.5198,0.9747,0.3627,alive
1,GJ 3021 b,0.9715,0.9334,0.3153,alive
1,HAT-P-16 b,0.6724,0.996,0.1317,alive
1,CoRoT-8 b,0.782,0.0515,0.2428,alive
1,OGLE-TR-113 b,0.2929,0.9851,0.239,alive
1,HD 46375 b,0.2693,0.0,0.1903,alive
1,HD 147513 b,0.9609,0.0,0.5821,alive
1,HD 221287 b,0.7727,0.0,0.0109,alive
1,HD 33564 b,0.4757,0.1789,0.1701,alive
1,CoRoT-11 b,0.6363,0.2491,0.3881,alive
1,K2-138 g,0.7632,0.99,0.7365,alive
1,CoRoT-12 b,0.2398,0.8597,0.2671,alive
1,HAT-P-28 b,0.3511,0.0,0.3706,alive
1,HD 129445 b,0.5123,0.0,0.1372,alive
1,Kepler-419 c,0.5123,0.965,0.354,alive
1,GJ 3470 b,0.9648,0.9827,0.9221,alive
1,51 Eri b,0.9915,0.0,0.4559,alive
1,HD 70573 b,0.9897,0.6901,0.9498,alive
1,HD 47536 b,0.0,0.8211,0.3715,dead
1,CoRoT-13 b,0.7971,0.0,0.0278,alive
1,CoRoT-14 b,0.4298,0.9649,0.3849,alive
1,47 UMa c,0.2503,0.4476,0.0693,alive
1,47 UMa b,0.2503,0.0009,0.56,alive
1,47 UMa d,0.2503,0.7189,0.1055,alive
1,MOA-2008-BLG-310L b,0.95,0.0,0.2099,alive
1,Kepler-419 b,0.5123,0.1951,0.1866,alive
1,HD 24040 b,0.1327,0.0,0.0995,alive
1,K2-138 e,0.7632,0.9969,0.1836,alive
1,HD 11964 c,0.4114,0.0,0.3802,alive
1,CoRoT-6 b,0.7175,0.9197,0.7013,alive
1,HAT-P-2 b,0.706,0.4995,0.104,alive
1,Kepler-59 c,0.9712,0.0,0.6271,alive
1,Kepler-58 c,0.8117,0.0,0.017,alive
1,HD 154857 c,0.0,0.0,0.1971,dead
1,GJ 357 d,0.95,0.0,0.0081,alive
1,Kepler-51 c,0.9668,0.9653,0.5908,alive
1,BD-210397 c,0.8418,0.9642,0.2619,alive
1,Kepler-62 c,0.7231,0.9832,0.019,alive
1,Kepler-62 b,0.7231,0.0,0.1878,alive
1,CHXR 73 b,1.0,0.4719,0.6603,alive
1,FU Tau b,1.0,0.9892,0.7044,alive
1,GJ 667 C b,0.98,0.9643,0.6303,alive
1,HD 168443 c,0.0,0.0,0.1936,dead
1,Kepler-59 b,0.9712,0.4377,0.5677,alive
1,Kepler-53 b,0.9714,0.0,0.2317,alive
1,HD 82943 c,0.715,0.0,0.0563,alive
1,HD 82943 b,0.715,0.0,0.2082,alive
1,UZ For b,0.795,0.9903,0.1739,alive
1,Kepler-69 b,0.2217,0.0,0.2081,alive
1,HIP 5158 c,0.6776,0.0,0.4253,alive
1,HU Aqr AB b,0.6367,0.3265,0.6036,alive
1,HD 63433 c,0.9629,0.8127,0.3491,alive
1,Kepler-52 c,0.9783,0.0,0.8108,alive
1,Kepler-55 b,0.9291,0.3099,0.9154,alive
1,UZ For c,0.795,0.8545,0.4128,alive
1,Kepler-413 b,0.6955,0.3433,0.3176,alive
1,Earth,0.9999,0.8597,0.0001,alive
1,Mars,0.9999,0.5965,0.0001,alive
2,Kepler-1167 b,0.7631,0.0,0.7365,alive
2,Kepler-1740 b,0.5681,0.0,0.0509,alive
2,Kepler-1581 b,0.4462,0.5551,0.2329,alive
2,Kepler-644 b,0.5606,0.1577,0.1981,alive
2,Kepler-1752 b,0.5561,0.3632,0.4411,alive
2,Kepler-280 c,0.4897,0.3065,0.015,alive
2,Kepler-1208 b,0.744,0.7404,0.5372,alive
2,Kepler-263 c,0.8745,0.6394,0.1428,alive
2,HD 136352 b,0.1315,0.9462,0.0753,alive
2,Kepler-1101 b,0.6341,0.9906,0.3659,alive
2,HD 168746 b,0.0524,0.0,0.4961,alive
2,HAT-P-7 b,0.4585,0.9959,0.0268,alive
2,Kepler-560 b,0.9593,0.6855,0.5671,alive
2,Kepler-150 d,0.8444,0.9908,0.405,alive
2,Kepler-498 b,0.63,0.9893,0.5118,alive
2,Kepler-817 b,0.6176,0.0,0.2071,alive
2,Kepler-937 b,0.5403,0.0,0.0258,alive
2,K2-10 b,0.6367,0.9608,0.2298,alive
2,Kepler-571 b,0.6095,0.455,0.3905,alive
2,Kepler-1458 b,0.6233,0.0,0.5602,alive
2,K2-335 b,0.1608,0.0,0.6734,alive
2,Kepler-1600 c,0.5811,0.0,0.087,alive
2,HIP 41378 f,0.3796,0.1019,0.2402,alive
2,Kepler-221 d,0.8799,0.953,0.8139,alive
2,Kepler-626 b,0.4493,0.4127,0.5122,alive
2,K2-39 b,0.7628,0.2535,0.3623,alive
2,Kepler-1549 b,0.6519,0.0,0.2104,alive
2,K2-62 c,0.8162,0.0,0.0222,alive
2,Kepler-1149 b,0.5816,0.4321,0.3374,alive
2,Kepler-1288 b,0.5455,0.0,0.3249,alive
2,Kepler-128 b,0.3789,0.9711,0.2212,alive
2,Kepler-1245 b,0.6865,0.0,0.1541,alive
2,Kepler-1068 b,0.5723,0.7987,0.3828,alive
2,Kepler-311 c,0.8078,0.2145,0.4068,alive
2,Kepler-150 e,0.8444,0.0926,0.0374,alive
2,Kepler-272 c,0.0,0.0,0.9407,dead
2,Kepler-152 c,0.8928,0.9259,0.3313,alive
2,Kepler-1506 b,0.6498,0.0,0.2781,alive
2,HAT-P-22 b,0.0,0.0,0.9108,dead
2,K2-25 b,0.9927,0.9507,0.3888,alive
2,CoRoT-3 b,0.5164,0.0,0.1459,alive
2,HD 205739 b,0.5329,0.8219,0.3693,alive
2,NGTS-10 b,0.5796,0.9885,0.0825,alive
2,HD 224693 b,0.1905,0.0,0.3621,alive
2,HD 156279 b,0.6486,0.0,0.1684,alive
2,HD 12661 b,0.0,0.0,0.8186,dead
2,2MASS J12073346-3932539 b,0.9999,0.3632,0.4778,alive
2,HD 16417 b,0.0,0.0,0.6497,dead
2,HD 19994 b,0.4772,0.1386,0.234,alive
2,61 Vir b,0.2282,0.8006,0.3968,alive
2,HD 156279 c,0.6486,0.0,0.3514,alive
2,GJ 179 b,0.95,0.5242,0.6705,alive
2,GQ Lup b,0.9999,0.0,0.6693,alive
2,GJ 832 b,0.8899,0.0,0.7809,alive
2,HD 37605 b,0.5158,0.9308,0.0808,alive
2,HD 33283 b,0.1876,0.0,0.1711,alive
2,Kepler-4 b,0.2554,0.0,0.0252,alive
2,HD 9446 b,0.4999,0.5038,0.4787,alive
2,61 Vir c,0.2282,0.5956,0.0259,alive
2,61 Vir d,0.2282,0.0,0.5662,alive
2,HD 134987 c,0.0,0.9975,0.7604,dead
2,HD 110014 b,0.34,0.9273,0.2904,alive
2,HD 79498 b,0.6713,0.1113,0.5889,alive
2,WASP-43 b,0.8206,0.0,0.0799,alive
2,HD 45652 b,0.3179,0.8298,0.1244,alive
2,HIP 79431 b,0.9159,0.0,0.2374,alive
2,HD 3167 b,0.5,0.4,0.0903,alive
2,GJ 876 b,0.99,0.3906,0.4226,alive
2,HD 114783 c,0.5388,0.7781,0.0373,alive
2,HD 47186 c,0.4129,0.211,0.1899,alive
2,HD 114783 b,0.5967,0.0,0.146,alive
2,HD 148156 b,0.1778,0.9058,0.7455,alive
2,HD 12661 c,0.3284,0.954,0.4669,alive
2,HIP 14810 c,0.4011,0.8428,0.3703,alive
2,HIP 14810 b,0.4011,0.9983,0.1838,alive
2,GJ 876 d,0.99,0.0,0.307,alive
2,GJ 876 e,0.99,0.0,0.9509,alive
2,gam1 Leo b,0.595,0.9981,0.3952,alive
2,HAT-P-12 b,0.8849,0.0,0.4485,alive
2,HD 156411 b,0.2521,0.0,0.3674,alive
2,HD 8535 b,0.3211,0.0,0.1495,alive
2,HD 37605 c,0.5158,0.0,0.1719,alive
2,K2-138 c,0.7632,0.4439,0.4918,alive
2,HD 1605 c,0.1103,0.9078,0.0523,alive
2,HAT-P-18 b,0.3548,0.0,0.2341,alive
2,WASP-31 b,0.8539,0.0567,0.6023,alive
2,BD+20 2457 b,0.0,0.6636,0.2382,dead
2,HD 240210 b,0.6903,0.9734,0.5518,alive
2,CoRoT-17 b,0.0,0.987,0.5462,dead
2,HD 132563 b,0.6114,0.0,0.235,alive
2,HD 55696 b,0.5007,0.9668,0.1513,alive
2,HD 148164 b,0.6116,0.1544,0.064,alive
2,24 Sex c,0.2049,0.9622,0.0975,alive
2,K2-138 f,0.7632,0.0,0.0709,alive
2,CoRoT-5 b,0.3099,0.8755,0.1575,alive
