t,name,P,R,Xi,death_type
0,Kepler-1167 b,0.7631,0.0,0.5232,alive
0,Kepler-1740 b,0.5682,0.9696,0.4621,alive
0,Kepler-1581 b,0.4464,0.0,0.3169,alive
0,Kepler-644 b,0.5608,0.0014,0.1563,alive
0,Kepler-1752 b,0.5562,0.0,0.2524,alive
0,Kepler-280 c,0.4898,0.0,0.4423,alive
0,Kepler-1208 b,0.7441,0.7144,0.3375,alive
0,Kepler-263 c,0.8745,0.0,0.2786,alive
0,HD 136352 b,0.1316,0.8601,0.5052,alive
0,Kepler-1101 b,0.6342,0.0,0.1474,alive
0,HD 168746 b,0.0525,0.0,0.3238,alive
0,HAT-P-7 b,0.4588,0.0,0.0194,alive
0,Kepler-560 b,0.9593,0.9989,0.3805,alive
0,Kepler-150 d,0.8445,0.0,0.4144,alive
0,Kepler-498 b,0.6301,0.9794,0.2203,alive
0,Kepler-817 b,0.6177,0.9675,0.2829,alive
0,Kepler-937 b,0.5404,0.9834,0.2476,alive
0,K2-10 b,0.6367,0.4271,0.5002,alive
0,Kepler-571 b,0.6096,0.0,0.0753,alive
0,Kepler-1458 b,0.6234,0.0,0.5375,alive
0,K2-335 b,0.161,0.8441,0.6708,alive
0,Kepler-1600 c,0.5812,0.0,0.5394,alive
0,HIP 41378 f,0.3798,0.9986,0.0571,alive
0,Kepler-221 d,0.88,0.8164,0.6028,alive
0,Kepler-626 b,0.4494,0.0,0.4504,alive
0,K2-39 b,0.7629,0.0,0.2324,alive
0,Kepler-1549 b,0.652,0.9919,0.0609,alive
0,K2-62 c,0.8163,0.0,0.7598,alive
0,Kepler-1149 b,0.5817,0.0,0.3874,alive
0,Kepler-1288 b,0.5456,0.8501,0.0154,alive
0,Kepler-128 b,0.3791,0.0,0.2258,alive
0,Kepler-1245 b,0.6865,0.9892,0.1601,alive
0,Kepler-1068 b,0.5724,0.0,0.4241,alive
0,Kepler-311 c,0.8079,0.0298,0.5018,alive
0,Kepler-150 e,0.8445,0.9901,0.3565,alive
0,Kepler-272 c,0.0,0.4224,0.0307,dead
0,Kepler-152 c,0.8929,0.1832,0.2067,alive
0,Kepler-1506 b,0.6499,0.0,0.1481,alive
0,HAT-P-22 b,0.0,0.1001,0.808,dead
0,K2-25 b,0.9927,0.6455,0.5593,alive
0,CoRoT-3 b,0.5166,0.0,0.1638,alive
0,HD 205739 b,0.533,0.0,0.4872,alive
0,NGTS-10 b,0.5797,0.7651,0.0483,alive
0,HD 224693 b,0.1907,0.0,0.1645,alive
0,HD 156279 b,0.6487,0.0,0.2776,alive
0,HD 12661 b,0.0,0.0,0.1599,dead
0,2MASS J12073346-3932539 b,0.9999,0.8982,0.025,alive
0,HD 16417 b,0.0,0.9997,0.1863,dead
0,HD 19994 b,0.4774,0.5723,0.0449,alive
0,61 Vir b,0.2283,0.2863,0.4054,alive
0,HD 156279 c,0.6487,0.0,0.1665,alive
0,GJ 179 b,0.95,0.0,0.0216,alive
0,GQ Lup b,0.9999,0.9964,0.2805,alive
0,GJ 832 b,0.89,0.8375,0.1637,alive
0,HD 37605 b,0.5159,0.9963,0.3533,alive
0,HD 33283 b,0.1878,0.9076,0.019,alive
0,Kepler-4 b,0.2556,0.9914,0.2666,alive
0,HD 9446 b,0.5,0.2235,0.4652,alive
0,61 Vir c,0.2283,0.0,0.008,alive
0,61 Vir d,0.2283,0.9742,0.4066,alive
0,HD 134987 c,0.0,0.0,0.9361,dead
0,HD 110014 b,0.3407,0.897,0.3164,alive
0,HD 79498 b,0.6714,0.9848,0.4276,alive
0,WASP-43 b,0.8207,0.0,0.054,alive
0,HD 45652 b,0.318,0.0,0.2242,alive
0,HIP 79431 b,0.916,0.0,0.216,alive
0,HD 3167 b,0.5,0.4686,0.1742,alive
0,GJ 876 b,0.99,0.2193,0.004,alive
0,HD 114783 c,0.5389,0.9802,0.2286,alive
0,HD 47186 c,0.413,0.981,0.5438,alive
0,HD 114783 b,0.5968,0.0,0.2162,alive
0,HD 148156 b,0.1779,0.9939,0.4101,alive
0,HD 12661 c,0.3285,0.0,0.0821,alive
0,HIP 14810 c,0.4012,0.0,0.2679,alive
0,HIP 14810 b,0.4012,0.0,0.2119,alive
0,GJ 876 d,0.99,0.8563,0.6651,alive
0,GJ 876 e,0.99,0.1205,0.0148,alive
0,gam1 Leo b,0.5952,0.4883,0.1618,alive
0,HAT-P-12 b,0.885,0.9787,0.8309,alive
0,HD 156411 b,0.2522,0.0,0.0068,alive
0,HD 8535 b,0.3213,0.0,0.1906,alive
0,HD 37605 c,0.5159,0.3521,0.0441,alive
0,K2-138 c,0.7633,0.0,0.1549,alive
0,HD 1605 c,0.1105,0.0,0.3886,alive
0,HAT-P-18 b,0.3548,0.0,0.3937,alive
0,WASP-31 b,0.8541,0.0,0.3017,alive
0,BD+20 2457 b,0.0,0.0,0.4104,dead
0,HD 240210 b,0.6904,0.0,0.0558,alive
0,CoRoT-17 b,0.0,0.0,0.7421,dead
0,HD 132563 b,0.6115,0.9763,0.4389,alive
0,HD 55696 b,0.5009,0.0,0.384,alive
0,HD 148164 b,0.6118,0.8604,0.1127,alive
0,24 Sex c,0.2052,0.0,0.7412,alive
0,K2-138 f,0.7633,0.9883,0.3275,alive
0,CoRoT-5 b,0.3099,0.0,0.1583,alive
0,HD 192310 c,0.5529,0.0,0.2458,alive
0,HD 22781 b,0.7661,0.9059,0.3725,alive
0,HD 68988 b,0.0,0.0,0.8884,dead
0,HD 148164 c,0.6118,0.7568,0.1299,alive
0,HD 29985 b,0.7564,0.9397,0.6948,alive
0,HD 221416 b,0.2075,0.9989,0.2455,alive
0,HD 3167 c,0.5,0.0339,0.426,alive
0,HD 90156 b,0.7154,0.8609,0.6604,alive
0,KOI-217 b,0.8504,0.9864,0.0154,alive
0,HD 45350 b,0.2394,0.7389,0.1516,alive
0,TrES-3 b,0.9253,0.0,0.1716,alive
0,WASP-10 b,0.659,0.0,0.306,alive
0,Kepler-14 b,0.3814,0.9853,0.6158,alive
0,MOA-2009-BLG-266L b,0.8826,0.5454,0.1042,alive
0,Kepler-15 b,0.6131,0.8878,0.0102,alive
0,Kepler-595 c,0.7748,0.4999,0.3761,alive
0,Kepler-595 b,0.7748,0.3349,0.7058,alive
0,HD 177830 c,0.0,0.0,0.5383,dead
0,ups And c,0.0365,0.9495,0.446,alive
0,WASP-5 b,0.5123,0.9941,0.432,alive
0,OGLE-TR-111 b,0.4642,0.9865,0.3916,alive
0,Kepler-17 b,0.8014,0.0,0.5633,alive
0,CoRoT-18 b,0.9472,0.0,0.8611,alive
0,HD 192310 b,0.5529,0.0,0.3628,alive
0,PSR B1257+12 b,0.3042,0.9379,0.4243,alive
0,PSR B1257+12 d,0.3042,0.7813,0.0081,alive
0,ups And d,0.0365,0.0,0.3815,alive
0,MOA-2007-BLG-192L b,0.95,0.3597,0.05,alive
0,Kepler-40 b,0.2537,0.2499,0.7115,alive
0,TOI-756 b,0.942,0.0,0.7307,alive
0,HD 107148 b,0.2565,0.6991,0.586,alive
0,SWEEPS-11 b,0.3654,0.1851,0.3511,alive
0,OGLE-TR-211 b,0.4695,0.9604,0.186,alive
0,Lupus-TR-3 b,0.647,0.4669,0.292,alive
0,OGLE-2005-BLG-390L b,0.95,0.0,0.6622,alive
0,HN Peg b,0.9636,0.8525,0.2568,alive
0,HD 102365 b,0.4005,0.6478,0.0831,alive
0,MOA-2009-BLG-387L b,0.95,0.9204,0.9269,alive
0,GJ 674 b,0.9945,0.4168,0.0838,alive
0,WASP-96 b,0.0745,0.0,0.1878,alive
0,HD 69830 c,0.5199,0.4734,0.0985,alive
0,2MASS J04414489+2301513 b,1.0,0.9981,0.2187,alive
0,WASP-21 b,0.0,0.0,0.2329,dead
0,GJ 3634 b,0.9321,0.9998,0.0952,alive
0,HAT-P-4 b,0.3213,0.9709,0.1688,alive
0,OGLE-TR-10 b,0.5698,0.256,0.1279,alive
0,TOI-178 g,0.798,0.4645,0.1576,alive
0,TOI-178 e,0.798,0.0,0.512,alive
0,HD 27442 b,0.0,0.6326,0.4744,dead
0,HD 69830 d,0.5199,0.0,0.442,alive
0,GJ 3021 b,0.9715,0.7319,0.7059,alive
0,HAT-P-16 b,0.6725,0.0,0.0193,alive
0,CoRoT-8 b,0.782,0.0341,0.4528,alive
0,OGLE-TR-113 b,0.293,0.2805,0.1756,alive
0,HD 46375 b,0.2693,0.0,0.2658,alive
0,HD 147513 b,0.961,0.0,0.1537,alive
0,HD 221287 b,0.7728,0.9992,0.2503,alive
0,HD 33564 b,0.4758,0.144,0.3776,alive
0,CoRoT-11 b,0.6364,0.0,0.2514,alive
0,K2-138 g,0.7633,0.9938,0.5688,alive
0,CoRoT-12 b,0.2398,0.0,0.6256,alive
0,HAT-P-28 b,0.3511,0.0,0.2303,alive
0,HD 129445 b,0.5124,0.2164,0.1026,alive
0,Kepler-419 c,0.5124,0.9874,0.3898,alive
0,GJ 3470 b,0.9648,0.7837,0.4426,alive
0,51 Eri b,0.9917,0.9967,0.5397,alive
0,HD 70573 b,0.9898,0.8359,0.0862,alive
0,HD 47536 b,0.0,0.9678,0.1276,dead
0,CoRoT-13 b,0.7971,0.9761,0.1871,alive
0,CoRoT-14 b,0.4298,0.0,0.3424,alive
0,47 UMa c,0.2503,0.9993,0.3931,alive
0,47 UMa b,0.2503,0.4569,0.0441,alive
0,47 UMa d,0.2503,0.9751,0.2917,alive
0,MOA-2008-BLG-310L b,0.95,0.0,0.1453,alive
0,Kepler-419 b,0.5124,0.7345,0.0349,alive
0,HD 24040 b,0.1328,0.0,0.2266,alive
0,K2-138 e,0.7633,0.8543,0.0535,alive
0,HD 11964 c,0.4114,0.0,0.0082,alive
0,CoRoT-6 b,0.7175,0.9893,0.0375,alive
0,HAT-P-2 b,0.7061,0.9963,0.2937,alive
0,Kepler-59 c,0.9713,0.0,0.7822,alive
0,Kepler-58 c,0.8117,0.9755,0.1895,alive
0,HD 154857 c,0.0,0.5433,0.6034,dead
0,GJ 357 d,0.95,0.1439,0.6826,alive
0,Kepler-51 c,0.9669,0.8175,0.3388,alive
0,BD-210397 c,0.8418,0.9951,0.0889,alive
0,Kepler-62 c,0.7231,0.9238,0.2199,alive
0,Kepler-62 b,0.7231,0.0,0.529,alive
0,CHXR 73 b,1.0,0.4282,0.1916,alive
0,FU Tau b,1.0,0.9728,0.1545,alive
0,GJ 667 C b,0.98,0.2059,0.7239,alive
0,HD 168443 c,0.0,0.9729,0.7582,dead
0,Kepler-59 b,0.9713,0.0957,0.0221,alive
0,Kepler-53 b,0.9714,0.0386,0.505,alive
0,HD 82943 c,0.7151,0.9596,0.0722,alive
0,HD 82943 b,0.7151,0.8004,0.0434,alive
0,UZ For b,0.795,0.0,0.157,alive
0,Kepler-69 b,0.2217,0.3644,0.5816,alive
0,HIP 5158 c,0.6776,0.7787,0.2434,alive
0,HU Aqr AB b,0.6367,0.2049,0.0755,alive
0,HD 63433 c,0.963,0.6276,0.0149,alive
0,Kepler-52 c,0.9783,0.5341,0.8784,alive
